"folioSalida","condicionDePago","medioEmbarque","moneda","cantidadTotal","promedioDescuento","totalImporte","totalDescuento","totalImpuesto","total","pctDescuentoGlobal","numArticulos","numPartidas"
"SA0025008","30","rut","P",2,0,1300,650,97.5,747.5,50,2,2
"SA0025009","32","MOS","P",4,0,3395,1527.75,280.1,2147.35,45,4,4
"SA0025010","60","MOS","P",24,0,19540,10747,1318.98,10111.98,55,18,18
"SA0025011","60","RUT","P",45,0,14525,7988.75,980.47,7516.72,55,37,37
"SA0025012","60","RUT","P",51,0,20430,11236.5,1379.08,10572.58,55,37,37
"SA0025013","60","RUT","P",38,0,16140,8877,1089.49,8352.49,55,31,31
"SA0025014","90","RUT","P",147,0,68650,39817,4324.95,33157.95,58,26,26
"SA0025015","30","MOS","P",6,0,3140,1789.8,202.54,1552.74,57,6,6
"SA0025016","30","RUT","P",75,0,26930,15619.4,1696.59,13007.19,58,31,31
"SA0025017","30","RUT","P",67,0,20900,12122,1316.7,10094.7,58,29,29
"SA0025018","30","MOS","P",2,0,1200,684,77.4,593.4,57,2,2
"SA0025019","60","RUT","P",18,0,12000,5880,0,6120,49,3,3
"SA0025020","45","RUT","P",53,0,13970,6845.3,0,7124.7,49,35,35
"SA0025021","45","RUT","P",128,0,6290,3082.1,0,3207.9,49,20,20
"SA0025022","30","RUT","P",91,0,55300,28756,0,26544,52,39,39
"SA0025023","30","RUT","P",87,0,18105,9414.6,0,8690.4,52,37,37
"SA0025024","CONTADO","RUT","P",24,0,44900,23348,3232.8,24784.8,52,10,10
"SA0025025","30","RUT","P",63,0,39670,20628.4,2856.24,21897.84,52,37,37
"SA0025026","30","RUT","P",67,0,37710,19609.2,2715.12,20815.92,52,38,38
"SA0025027","30","RUT","P",25,0,19500,10140,1404,10764,52,16,16
"SA0025028","45","RUT","P",92,0,33300,16650,0,16650,50,36,36
"SA0025029","45","RUT","P",93,0,32045,16022.5,0,16022.5,50,36,36
"SA0025030","45","RUT","P",24,0,13550,6775,0,6775,50,15,15
"SA0025031","15","RUT","P",63,0,25860,12671.4,0,13188.6,49,39,39
"SA0025032","15","RUT","P",19,0,8390,4111.1,0,4278.9,49,9,9
"SA0025033","30","rut","P",60,0,15540,8080.8,1118.88,8578.08,52,38,38
"SA0025034","45","RUT","P",113,0,50760,25887.6,0,24872.4,51,35,35
"SA0025035","30","rut","P",52,0,7840,4076.8,564.48,4327.68,52,21,21
"SA0025036","45","RUT","P",84,0,30100,15351,0,14749,51,36,36
"SA0025037","45","RUT","P",97,0,16080,8200.8,0,7879.2,51,32,32
"SA0025038","45","RUT","P",75,0,14540,7415.4,0,7124.6,51,25,25
"SA0025039","45","PAQ","P",5,0,2060,1133,139.05,1066.05,55,3,3
"SA0025040","60","PAQ","P",2,0,1300,754,81.9,627.9,58,2,2
"SA0025041","30","paq","P",5,0,2400,1200,180,1380,50,4,4
"SA0025042","30","PAQ","P",5,0,2900,1450,217.5,1667.5,50,5,5
"SA0025043","30","paq","P",3,0,1500,750,112.5,862.5,50,2,2
"SA0025044","30","PAQ","P",3,0,4200,2310,283.5,2173.5,55,3,3
"SA0025045","60","RUT","P",71,0,50290,29168.2,3168.27,24290.07,58,32,32
"SA0025046","60","PAQ","P",23,0,6840,3762,461.71,3539.71,55,11,11
"SA0025047","60","RUT","P",90,0,40850,23693,2573.55,19730.55,58,40,40
"SA0025048","45","RUT","P",55,0,27760,12769.6,0,14990.4,46,33,33
"SA0025049","60","RUT","P",5,0,3750,2175,236.25,1811.25,58,2,2
"SA0025050","45","RUT","P",49,0,17910,8238.6,0,9671.4,46,33,33
"SA0025051","30","RUT","P",59,0,50020,28511.4,3226.31,24734.91,57,30,30
"SA0025052","30","PAQ","P",11,0,2340,1216.8,168.48,1291.68,52,9,9
"SA0025053","90","PAQ","P",6,0,8400,4872,529.2,4057.2,58,3,3
"SA0025054","60","RUT","P",3,0,7500,4125,506.25,3881.25,55,1,1
"SA0025055","30","RUT","P",52,0,20230,10519.6,1456.56,11166.96,52,22,22
"SA0025056","CONTADO","RUT","P",66,0,23100,11550,1732.5,13282.5,50,39,39
"SA0025057","CONTADO","RUT","P",97,0,21490,10745,1611.75,12356.75,50,39,39
"SA0025058","CONTADO","RUT","P",38,0,5444,2722,408.3,3130.3,50,16,16
"SA0025059","90","RUT","P",84,0,37650,22590,2259,17319,60,22,22
"SA0025060","90","RUT","P",99,0,15950,9570,957,7337,60,22,22
"SA0025061","90","RUT","P",2,0,1200,720,72,552,60,2,2
"SA0025062","30","MOS","P",1,0,2600,1170,214.5,1644.5,45,1,1
"SA0025063","45","RUT","P",43,0,21620,11242.4,1556.64,11934.24,52,35,35
"SA0025064","45","RUT","P",51,0,28130,14627.6,2025.36,15527.76,52,37,37
"SA0025065","60","RUT","P",10,0,8350,4091.5,0,4258.5,49,2,2
"SA0025066","60","RUT","P",7,0,1830,896.7,0,933.3,49,4,4
"SA0025067","30","MOS","P",15,0,12865,6818.45,907,6953.55,53,15,15
"SA0025068","90","RUT","P",50,0,13620,8172,817.2,6265.2,60,17,17
"SA0025069","60","MOS","P",1,0,2600,1430,175.5,1345.5,55,1,1
"SA0025070","30","MOS","P",2,0,2200,1254,141.9,1087.9,57,2,2
"SA0025071","60","RUT","P",30,0,44000,25080,2838,21758,57,3,3
"SA0025072","32","MOS","P",10,0,8160,3672,673.2,5161.2,45,10,10
"SA0025073","15","MOS","P",2,0,1900,855,156.76,1201.76,45,2,2
"SA0025074","30","PAQ","P",11,0,3320,1660,249,1909,50,5,5
"SA0025075","30","PAQ","P",8,0,1590,826.8,114.48,877.68,52,8,8
"SA0025076","30","PAQ","P",1,0,3000,1500,225,1725,50,1,1
"SA0025077","30","PAQ","P",1,0,800,440,54,414,55,1,1
"SA0025078","30","PAQ","P",9,0,1670,835,125.25,960.25,50,3,3
"SA0025079","60","PAQ","P",1,0,2200,1210,148.5,1138.5,55,1,1
"SA0025080","30","PAQ","P",17,0,3430,1989.4,216.09,1656.69,58,7,7
"SA0025081","90","PAQ","P",6,0,1550,899,97.65,748.65,58,6,6
"SA0025082","60","PAQ","P",7,0,14200,7810,958.5,7348.5,55,7,7
"SA0025083","30","PAQ","P",39,0,5780,2890,433.5,3323.5,50,15,15
"SA0025084","30","PAQ","P",1,0,3000,1560,216,1656,52,1,1
"SA0025085","15","PAQ","P",6,0,2600,1430,175.5,1345.5,55,6,6
"SA0025086","30","RUT","P",68,0,25770,14173.5,1739.48,13335.98,55,39,39
"SA0025087","45","PAQ","P",2,0,650,338,46.8,358.8,52,2,2
"SA0025088","CONTADO","PAQ","P",5,0,1800,900,135,1035,50,4,4
"SA0025089","30","RUT","P",51,0,36740,20207,2480,19013,55,34,34
"SA0025090","30","RUT","P",70,0,62850,34567.5,4242.39,32524.89,55,39,39
"SA0025091","30","RUT","P",6,0,3050,1677.5,205.88,1578.38,55,5,5
"SA0025092","30","RUT","P",13,0,6150,3382.5,415.15,3182.65,55,13,13
"SA0025093","30","paq","P",28,0,4720,2360,354,2714,50,15,15
"SA0025094","30","RUT","P",44,0,13180,7249,889.67,6820.67,55,38,38
"SA0025095","45","PAQ","P",2,0,600,312,43.2,331.2,52,1,1
"SA0025096","45","RUT","P",48,0,15795,7739.55,0,8055.45,49,34,34
"SA0025097","30","PAQ","P",22,0,1740,904.8,125.28,960.48,52,3,3
"SA0025098","30","PAQ","P",1,0,1300,728,85.8,657.8,56,1,1
"SA0025099","45","RUT","P",50,0,24350,11931.5,0,12418.5,49,34,34
"SA0025100","30","RUT","P",13,0,7270,3998.5,490.75,3762.25,55,13,13
"SA0025101","45","RUT","P",53,0,16260,7967.4,0,8292.6,49,34,34
"SA0025102","30","PAQ","P",23,0,3832,2107.6,258.68,1983.08,55,16,16
"SA0025103","30","PAQ","P",4,0,1630,815,122.25,937.25,50,4,4
"SA0025104","30","RUT","P",87,0,14455,6360.2,0,8094.8,44,20,20
"SA0025105","60","PAQ","P",4,0,2200,1254,141.9,1087.9,57,3,3
"SA0025106","60","PAQ","P",10,0,12170,6693.5,821.48,6297.98,55,10,10
"SA0025107","60","PAQ","P",1,0,1000,550,67.5,517.5,55,1,1
"SA0025108","30","PAQ","P",4,0,3300,1716,237.6,1821.6,52,4,4
"SA0025109","60","PAQ","P",5,0,1500,855,96.75,741.75,57,1,1
"SA0025110","60","PAQ","P",2,0,9000,5220,567,4347,58,1,1
"SA0025111","30","RUT","P",41,0,22675,11791,1632.6,12516.6,52,27,27
"SA0025112","30","PAQ","P",2,0,2800,1400,210,1610,50,1,1
"SA0025113","45","PAQ","P",3,0,580,290,43.5,333.5,50,3,3
"SA0025114","45","PAQ","P",15,0,4060,2314.2,261.87,2007.67,57,11,11
"SA0025115","60","PAQ","P",31,0,7240,4126.8,466.99,3580.19,57,12,12
"SA0025116","30","RUT","P",10,0,8350,3674,0,4676,44,2,2
"SA0025117","30","RUT","P",64,0,33520,17430.4,0,16089.6,52,38,38
"SA0025118","30","RUT","P",81,0,67240,34964.8,4841.28,37116.48,52,40,40
"SA0025119","45","RUT","P",123,0,34280,16797.2,0,17482.8,49,38,38
"SA0025120","45","RUT","P",118,0,42330,20741.7,0,21588.3,49,38,38
"SA0025121","45","RUT","P",41,0,15470,7580.3,0,7889.7,49,13,13
"SA0025122","30","RUT","P",27,0,15125,7865,1089,8349,52,17,17
"SA0025123","45","RUT","P",6,0,3300,1617,0,1683,49,2,2
"SA0025124","30","RUT","P",5,0,1850,962,133.2,1021.2,52,1,1
"SA0025125","45","rut","P",1,0,2600,1352,187.2,1435.2,52,1,1
"SA0025126","45","RUT","P",26,0,11910,6193.2,857.52,6574.32,52,24,24
"SA0025127","45","RUT","P",24,0,6210,3229.2,447.12,3427.92,52,22,22
"SA0025128","45","RUT","P",41,0,18310,9521.2,1318.32,10107.12,52,35,35
"SA0025129","45","RUT","P",38,0,14490,7534.8,1043.28,7998.48,52,31,31
"SA0025130","30","RUT","P",62,0,39270,20420.4,2827.44,21677.04,52,35,35
"SA0025131","30","RUT","P",105,0,26170,13608.4,1884.24,14445.84,52,37,37
"SA0025132","30","RUT","P",146,0,14480,7529.6,1042.56,7992.96,52,21,21
"SA0025133","60","RUT","P",62,0,56830,32961.4,3580.29,27448.89,58,32,32
"SA0025134","30","MOS","P",1,0,2600,1248,202.8,1554.8,48,1,1
"SA0025135","60","RUT","P",77,0,34100,19778,2148.3,16470.3,58,26,26
"SA0025136","60","RUT","P",20,0,20700,12006,1304.1,9998.1,58,3,3
"SA0025137","30","RUT","P",7,0,18200,9100,1365,10465,50,1,1
"SA0025138","30","MOS","P",25,0,12585,6670.05,887.28,6802.23,53,25,25
"SA0025139","40","RUT","P",33,0,25280,13904,1706.41,13082.41,55,23,23
"SA0025140","30","MOS","P",2,0,90,47.7,6.34,48.64,53,2,2
"SA0025141","60","MOS","P",20,0,16040,8822,1082.72,8300.72,55,13,13
"SA0025142","CONTADO","RUT","P",37,0,11230,5839.6,808.56,6198.96,52,36,36
"SA0025143","CONTADO","RUT","P",46,0,10885,5660.2,783.72,6008.52,52,39,40
"SA0025144","45","RUT","P",163,0,58610,33993.8,3692.43,28308.63,58,32,32
"SA0025145","45","RUT","P",147,0,49860,28918.8,3141.18,24082.38,58,32,32
"SA0025146","45","RUT","P",213,0,53130,30815.4,3347.19,25661.79,58,35,35
"SA0025147","30","MOS","P",1,0,2600,1248,202.8,1554.8,48,1,1
"SA0025148","45","RUT","P",90,0,53140,30821.2,3347.82,25666.62,58,32,32
"SA0025149","30","RUT","P",43,0,14780,8424.6,953.34,7308.74,57,18,18
"SA0025150","30","RUT","P",104,0,29720,16940.4,1916.97,14696.57,57,38,38
"SA0025151","30","RUT","P",3,0,4500,2340,0,2160,52,1,1
"SA0025152","30","RUT","P",11,0,5150,2935.5,332.19,2546.69,57,3,3
"SA0025153","30","RUT","P",113,0,89300,51794,5625.9,43131.9,58,39,39
"SA0025154","30","RUT","P",107,0,64150,37207,4041.45,30984.45,58,38,38
"SA0025155","30","RUT","P",89,0,73710,42751.8,4643.73,35601.93,58,38,38
"SA0025156","30","RUT","P",60,0,29520,17121.6,1859.76,14258.16,58,23,23
"SA0025157","30","RUT","P",5,0,9000,5220,567,4347,58,1,1
"SA0025158","60","MOS","P",3,0,7800,4290,526.5,4036.5,55,3,3
"SA0025159","45","RUT","P",305,0,69200,38060,4671.02,35811.02,55,38,38
"SA0025160","45","RUT","P",15,0,19500,10725,1316.25,10091.25,55,1,1
"SA0025161","30","RUT","P",30,0,9800,4900,735,5635,50,2,2
"SA0025162","30","RUT","P",10,0,13000,6500,975,7475,50,1,1
"SA0025163","CONTADO","RUT","P",40,0,11550,6006,831.6,6375.6,52,32,32
"SA0025164","CONTADO","RUT","P",63,0,9470,4924.4,681.84,5227.44,52,39,39
"SA0025165","30","RUT","P",54,0,18045,9924.75,1218.07,9338.32,55,39,39
"SA0025166","30","RUT","P",6,0,3350,1842.5,226.14,1733.64,55,6,6
"SA0025167","45","RUT","P",83,0,67470,38457.9,4351.84,33363.94,57,35,35
"SA0025168","45","RUT","P",136,0,48780,27804.6,3146.34,24121.74,57,36,36
"SA0025169","45","RUT","P",95,0,32200,18354,2076.91,15922.91,57,31,31
"SA0025170","45","RUT","P",65,0,69900,39843,4508.57,34565.57,57,10,10
"SA0025171","15","RUT","P",76,0,45420,23618.4,0,21801.6,52,36,36
"SA0025172","15","RUT","P",2,0,5200,3016,327.6,2511.6,58,1,1
"SA0025173","15","RUT","P",60,0,37680,19593.6,0,18086.4,52,28,28
"SA0025174","15","RUT","P",36,0,13270,6900.4,0,6369.6,52,21,21
"SA0025175","15","RUT","P",5,0,5000,2600,0,2400,52,1,1
"SA0025176","60","RUT","P",143,0,16175,7925.75,0,8249.25,49,39,39
"SA0025177","30","rut","P",1,0,600,288,46.8,358.8,48,1,1
"SA0025178","60","rut","P",1,0,240,132,16.2,124.2,55,1,1
"SA0025179","45","PAQ","P",5,0,1800,936,129.6,993.6,52,2,2
"SA0025180","30","PAQ","P",1,0,800,440,54,414,55,1,1
"SA0025181","30","paq","P",4,0,1400,700,105,805,50,2,2
"SA0025182","CONTADO","paq","P",10,0,2640,1320,198,1518,50,4,4
"SA0025183","30","RUT","P",38,0,33300,18315,2247.76,17232.76,55,11,11
"SA0025184","45","RUT","P",60,0,50800,27940,3429.01,26289.01,55,31,31
"SA0025185","45","RUT","P",21,0,3880,2134,261.91,2007.91,55,8,8
"SA0025186","60","RUT","P",95,0,110500,64090,6961.5,53371.5,58,9,9
"SA0025187","45","RUT","P",84,0,60185,34907.3,3791.66,29069.36,58,37,37
"SA0025188","45","RUT","P",55,0,28750,16675,1811.25,13886.25,58,23,23
"SA0025189","60","RUT","P",65,0,38730,18977.7,0,19752.3,49,38,38
"SA0025190","30","RUT","P",41,0,13280,6640,0,6640,50,39,39
"SA0025191","30","RUT","P",44,0,23780,11890,0,11890,50,37,37
"SA0025192","30","RUT","P",33,0,17050,8525,0,8525,50,28,28
"SA0025193","30","RUT","P",5,0,3000,1500,0,1500,50,1,1
"SA0025194","60","RUT","P",124,0,49010,27935.7,3161.2,24235.5,57,39,39
"SA0025195","60","RUT","P",132,0,91100,51927,5875.97,45048.97,57,38,38
"SA0025196","60","RUT","P",143,0,28415,16196.55,1832.82,14051.27,57,39,39
"SA0025197","60","RUT","P",47,0,9680,5517.6,624.36,4786.76,57,14,14
"SA0025198","60","RUT","P",5,0,5500,3135,354.75,2719.75,57,1,1
"SA0025199","30","RUT","P",62,0,31670,17418.5,2137.74,16389.24,55,35,35
"SA0025200","30","RUT","P",33,0,18880,10384,1274.43,9770.43,55,28,28
"SA0025201","60","RUT","P",88,0,47290,27428.2,2979.27,22841.07,58,28,28
"SA0025202","CONTADO","MOS","P",3,0,1860,930,139.5,1069.5,50,3,3
"SA0025203","45","RUT","P",65,0,46930,25811.5,3167.8,24286.3,55,25,25
"SA0025204","30","RUT","P",112,0,102470,59432.6,6455.63,49493.03,58,33,33
"SA0025205","30","RUT","P",130,0,55600,32248,3502.8,26854.8,58,37,37
"SA0025206","60","RUT","P",100,0,28035,16260.3,1766.21,13540.91,58,37,37
"SA0025207","60","RUT","P",68,0,37310,21639.8,2350.53,18020.73,58,37,37
"SA0025208","60","RUT","P",22,0,14020,8131.6,883.26,6771.66,58,10,10
"SA0025209","60","RUT","P",60,0,60200,34916,3792.6,29076.6,58,6,6
"SA0025210","30","RUT","P",110,0,27430,15086.5,1851.54,14195.04,55,20,20
"SA0025211","30","RUT","P",55,0,17785,8892.5,1333.88,10226.38,50,39,39
"SA0025212","30","RUT","P",15,0,2320,1160,174,1334,50,7,7
"SA0025213","30","rut","P",533,0,46660,25663,3149.56,24146.56,55,39,39
"SA0025214","90","rut","P",69,0,40900,24540,2454,18814,60,23,23
"SA0025215","90","RUT","P",64,0,18795,11277,1127.7,8645.7,60,23,23
"SA0025216","90","RUT","P",5,0,1850,1110,111,851,60,1,1
"SA0025217","90","RUT","P",23,0,9860,5916,591.6,4535.6,60,12,12
"SA0025218","90","RUT","P",38,0,6460,3876,387.6,2971.6,60,10,10
"SA0025219","30","MOS","P",1,0,2600,1430,175.5,1345.5,55,1,1
"SA0025220","30","MOS","P",11,0,12895,6834.35,909.1,6969.75,53,11,11
"SA0025221","60","RUT","P",72,0,22890,11216.1,0,11673.9,49,37,37
"SA0025222","30","paq","P",6,0,7600,4180,513,3933,55,6,6
"SA0025223","45","PAQ","P",3,0,6000,3120,432,3312,52,3,3
"SA0025224","15","PAQ","P",7,0,4900,2695,330.75,2535.75,55,4,4
"SA0025225","60","RUT","P",201,0,19690,9648.1,0,10041.9,49,34,36
"SA0025226","30","PAQ","P",3,0,3850,2233,242.55,1859.55,58,3,3
"SA0025227","60","RUT","P",73,0,27640,13543.6,0,14096.4,49,35,35
"SA0025228","30","PAQ","P",3,0,2700,1512,178.2,1366.2,56,3,3
"SA0025229","60","RUT","P",68,0,56790,27827.1,0,28962.9,49,35,35
"SA0025230","30","RUT","P",211,0,121000,70180,7623,58443,58,34,34
"SA0025231","60","RUT","P",137,0,53920,26420.8,0,27499.2,49,37,37
"SA0025232","60","RUT","P",72,0,22890,11216.1,0,11673.9,49,37,37
"SA0025233","30","PAQ","P",4,0,950,541.5,61.28,469.78,57,4,4
"SA0025234","60","RUT","P",66,0,19510,9559.9,0,9950.1,49,26,26
"SA0025235","45","PAQ","P",8,0,2110,1160.5,142.45,1091.95,55,8,8
"SA0025236","24","PAQ","P",4,0,3500,1925,236.25,1811.25,55,3,3
"SA0025237","15","PAQ","P",4,0,2800,1400,210,1610,50,4,4
"SA0025238","30","PAQ","P",6,0,3340,1736.8,240.48,1843.68,52,6,6
"SA0025239","45","PAQ","P",3,0,1900,988,136.8,1048.8,52,3,3
"SA0025240","45","PAQ","P",3,0,3100,1550,232.5,1782.5,50,3,3
"SA0025241","60","PAQ","P",6,0,2220,1265.4,143.19,1097.79,57,6,6
"SA0025242","30","PAQ","P",7,0,12000,6240,864,6624,52,7,7
"SA0025243","30","PAQ","P",8,0,6230,3426.5,420.53,3224.03,55,6,6
"SA0025244","15","PAQ","P",1,0,2600,1300,195,1495,50,1,1
"SA0025245","CONTADO","PAQ","P",7,0,1950,1014,140.4,1076.4,52,6,6
"SA0025246","CONTADO","PAQ","P",5,0,760,380,57,437,50,5,5
"SA0025247","30","PAQ","P",4,0,1040,520,78,598,50,2,2
"SA0025248","CONTADO","PAQ","P",3,0,2700,1350,202.5,1552.5,50,3,3
"SA0025249","60","RUT","P",101,0,27530,14040.3,0,13489.7,51,38,38
"SA0025250","60","RUT","P",42,0,11070,5645.7,0,5424.3,51,16,16
"SA0025251","CONTADO","rut","P",2,0,480,216,39.6,303.6,45,1,1
"SA0025252","CONTADO","MOS","P",1,0,500,275,33.75,258.75,55,1,1
"SA0025253","60","RUT","P",106,0,88480,51318.4,5574.24,42735.84,58,34,34
"SA0025254","60","RUT","P",143,0,85325,49488.5,5375.48,41211.98,58,34,34
"SA0025255","15","MOS","P",4,0,990,495,74.26,569.26,50,4,4
"SA0025256","60","RUT","P",139,0,63650,36917,4009.95,30742.95,58,39,39
"SA0025257","60","PAQ","P",40,0,7135,3924.25,481.62,3692.37,55,11,11
"SA0025258","60","PAQ","P",66,0,10010,5505.5,675.69,5180.19,55,17,17
"SA0025259","60","RUT","P",20,0,26350,15283,1660.05,12727.05,58,4,4
"SA0025260","45","PAQ","P",15,0,2945,1531.4,212.04,1625.64,52,9,9
"SA0025261","30","PAQ","P",4,0,1420,738.4,102.24,783.84,52,3,3
"SA0025262","60","RUT","P",130,0,57120,31416,3855.62,29559.62,55,36,36
"SA0025263","60","PAQ","P",2,0,2550,1402.5,172.13,1319.63,55,2,2
"SA0025264","60","PAQ","P",5,0,1070,588.5,72.23,553.73,55,4,4
"SA0025265","60","PAQ","P",4,0,3520,1936,237.6,1821.6,55,4,4
"SA0025266","60","RUT","P",10,0,12000,6600,810,6210,55,2,2
"SA0025267","60","PAQ","P",7,0,1300,741,83.86,642.86,57,3,3
"SA0025268","60","PAQ","P",33,0,6490,3699.3,418.62,3209.32,57,12,12
"SA0025269","90","RUT","P",82,0,42580,23419,2874.17,22035.17,55,37,37
"SA0025270","90","RUT","P",26,0,15150,8332.5,1022.63,7840.13,55,8,8
"SA0025271","90","RUT","P",105,0,51870,28528.5,3501.27,26842.77,55,39,39
"SA0025272","30","RUT","P",436,0,45245,25789.65,2918.32,22373.67,57,37,37
"SA0025273","30","RUT","P",141,0,50300,28671,3244.36,24873.36,57,19,19
"SA0025274","30","RUT","P",67,0,38340,21087,2587.96,19840.96,55,18,18
"SA0025275","45","rut","P",78,0,26840,15298.8,1731.22,13272.42,57,37,37
"SA0025276","45","RUT","P",20,0,11500,6555,741.76,5686.76,57,16,16
"SA0025277","30","RUT","P",40,0,18850,10367.5,1272.41,9754.91,55,33,33
"SA0025278","30","RUT","P",11,0,13670,7518.5,922.73,7074.23,55,8,8
"SA0025279","30","RUT","P",10,0,15000,8250,1012.5,7762.5,55,1,1
"SA0025280","45","RUT","P",53,0,34150,17075,0,17075,50,39,39
"SA0025281","45","RUT","P",40,0,25380,12690,0,12690,50,33,33
"SA0025282","45","RUT","P",67,0,28315,14157.5,0,14157.5,50,39,39
"SA0025283","30","RUT","P",64,0,23630,12287.6,1701.36,13043.76,52,23,23
"SA0025284","45","RUT","P",84,0,23630,11815,0,11815,50,35,35
"SA0025285","45","RUT","P",8,0,9800,5488,646.8,4958.8,56,8,8
"SA0025286","45","RUT","P",97,0,57230,32621.1,3691.36,28300.26,57,38,38
"SA0025287","30","RUT","P",41,0,21170,10373.3,0,10796.7,49,26,26
"SA0025288","45","RUT","P",156,0,62130,35414.1,4007.42,30723.32,57,39,39
"SA0025289","45","RUT","P",114,0,51200,29184,3302.4,25318.4,57,17,17
"SA0025290","45","RUT","P",61,0,14740,8549.2,928.65,7119.45,58,39,39
"SA0025291","45","RUT","P",49,0,7280,4222.4,458.64,3516.24,58,39,39
"SA0025292","45","RUT","P",42,0,14770,8566.6,930.51,7133.91,58,33,33
"SA0025293","60","RUT","P",76,0,36350,21083,2290.05,17557.05,58,34,34
"SA0025294","60","RUT","P",69,0,50360,29208.8,3172.68,24323.88,58,39,39
"SA0025295","30","RUT","P",42,0,15510,7755,1163.25,8918.25,50,23,23
"SA0025296","30","RUT","P",51,0,16640,9152,1123.23,8611.23,55,35,35
"SA0025297","30","RUT","P",100,0,40270,22148.5,2718.25,20839.75,55,37,37
"SA0025298","45","RUT","P",10,0,6000,3420,387,2967,57,2,2
"SA0025299","90","RUT","P",117,0,97540,56573.2,6145.02,47111.82,58,25,25
"SA0025300","15","MOS","P",2,0,280,126,23.1,177.1,45,2,2
"SA0025301","90","RUT","P",38,0,21730,12603.4,1368.99,10495.59,58,18,18
"SA0025302","30","RUT","P",40,0,19960,9780.4,0,10179.6,49,31,31
"SA0025303","30","RUT","P",41,0,12870,6306.3,0,6563.7,49,33,33
"SA0025304","90","RUT","P",110,0,157500,91350,9922.5,76072.5,58,6,6
"SA0025305","30","RUT","P",54,0,20840,11462,1406.74,10784.74,55,35,35
"SA0025306","30","RUT","P",41,0,14530,7991.5,980.82,7519.32,55,38,38
"SA0025307","30","RUT","P",18,0,6260,3443,422.59,3239.59,55,18,18
"SA0025308","30","rut","P",3,0,7800,3900,585,4485,50,1,1
"SA0025309","15","MOS","P",2,0,240,108,19.8,151.8,45,1,1
"SA0025310","45","RUT","P",37,0,25590,14586.3,1650.59,12654.29,57,34,34
"SA0025311","30","RUT","P",11,0,30500,14335,0,16165,47,4,4
"SA0025312","30","RUT","P",87,0,16520,8425.2,0,8094.8,51,39,39
"SA0025313","45","RUT","P",48,0,15050,8578.5,970.75,7442.25,57,38,38
"SA0025314","30","RUT","P",99,0,14880,7588.8,0,7291.2,51,36,36
"SA0025315","30","RUT","P",19,0,15740,8184.8,1133.28,8688.48,52,15,15
"SA0025316","30","RUT","P",33,0,18535,10194.25,1251.17,9591.92,55,30,30
"SA0025317","30","RUT","P",25,0,3620,1991,244.37,1873.37,55,11,11
"SA0025318","45","rut","P",2,0,600,330,40.5,310.5,55,1,1
"SA0025319","30","rut","P",3,0,7800,4290,526.5,4036.5,55,3,3
"SA0025320","15","rut","P",3,0,560,268.8,43.68,334.88,48,3,3
"SA0025321","30","PAQ","P",1,0,2800,1540,189,1449,55,1,1
"SA0025322","30","PAQ","P",11,0,2890,1502.8,208.08,1595.28,52,7,7
"SA0025323","8","PAQ","P",1,0,2600,1352,187.2,1435.2,52,1,1
"SA0025324","CONTADO","paq","P",7,0,1990,1034.8,143.28,1098.48,52,6,6
"SA0025325","CONTADO","PAQ","P",1,0,1100,550,82.5,632.5,50,1,1
"SA0025326","30","RUT","P",128,0,55110,31963.8,3471.93,26618.13,58,34,34
"SA0025327","30","RUT","P",130,0,52130,30235.4,3284.19,25178.79,58,34,34
"SA0025328","30","RUT","P",156,0,26780,15532.4,1687.14,12934.74,58,34,34
"SA0025329","30","RUT","P",65,0,4500,2610,283.5,2173.5,58,10,11
"SA0025330","30","MOS","P",4,0,9700,5141,683.85,5242.85,53,4,4
"SA0025331","30","rut","P",3,0,4500,2610,283.5,2173.5,58,1,1
"SA0025332","30","MOS","P",1,0,700,371,49.35,378.35,53,1,1
"SA0025333","90","RUT","P",75,0,45950,27570,2757,21137,60,12,12
"SA0025334","90","RUT","P",24,0,12580,7548,754.8,5786.8,60,10,10
"SA0025335","90","RUT","P",43,0,24660,14796,1479.6,11343.6,60,23,23
"SA0025336","90","RUT","P",81,0,13640,8184,818.4,6274.4,60,21,21
"SA0025337","90","RUT","P",5,0,9000,5400,540,4140,60,3,3
"SA0025338","30","RUT","P",54,0,17000,9350,1147.52,8797.52,55,39,39
"SA0025339","30","RUT","P",43,0,13788,7583.4,930.75,7135.35,55,30,30
"SA0025340","30","MOS","P",15,0,8685,4603.05,612.31,4694.26,53,15,15
"SA0025341","30","RUT","P",3,0,660,330,49.5,379.5,50,3,3
"SA0025342","15","PAQ","P",1,0,2600,1300,195,1495,50,1,1
"SA0025343","90","PAQ","P",3,0,2700,1566,170.1,1304.1,58,1,1
"SA0025344","30","paq","P",1,0,2000,1100,135,1035,55,1,1
"SA0025345","30","paq","P",31,0,5050,2626,363.6,2787.6,52,15,15
"SA0025346","60","PAQ","P",9,0,6040,3322,407.7,3125.7,55,7,7
"SA0025347","30","paq","P",3,0,1400,728,100.8,772.8,52,3,3
"SA0025348","60","PAQ","P",10,0,9800,5684,617.4,4733.4,58,6,6
"SA0025349","45","PAQ","P",7,0,4000,2080,288,2208,52,7,7
"SA0025350","CONTADO","MOS","P",6,0,2110,1160.5,142.43,1091.93,55,5,5
"SA0025351","45","MOS","P",1,0,250,112.5,20.63,158.13,45,1,1
