"folioSalida","condicionDePago","medioEmbarque","moneda","cantidadTotal","promedioDescuento","totalImporte","totalDescuento","totalImpuesto","total","pctDescuentoGlobal","numArticulos","numPartidas"
"SA0000553","45","RUT","P",130,0,72000,39600,4860.01,37260.01,55,36,36
"SA0000554","30","MOS","P",2,0,1100,495,90.75,695.75,45,2,2
"SA0000555","45","RUT","P",141,0,59660,32813,4027.07,30874.07,55,36,36
"SA0000556","30","RUT","P",50,0,31000,16120,2232,17112,52,15,15
"SA0000557","CONTADO","PAQ","P",4,0,1400,672,109.2,837.2,48,4,4
"SA0000558","30","RUT","P",10,0,2000,1040,144,1104,52,2,2
"SA0000559","CONTADO","PAQ","P",4,0,1400,672,109.2,837.2,48,4,4
"SA0000560","30","PAQ","P",19,0,3070,1596.4,221.04,1694.64,52,10,10
"SA0000561","60","PAQ","P",1,0,2400,1320,162,1242,55,1,1
"SA0000562","45","RUT","P",141,0,59660,32813,4027.07,30874.07,55,36,36
"SA0000563","30","PAQ","P",3,0,790,410.8,56.88,436.08,52,3,3
"SA0000564","30","paq","P",2,0,240,132,16.2,124.2,55,2,2
"SA0000565","30","PAQ","P",3,0,950,456,74.1,568.1,48,3,3
"SA0000566","15","MOS","P",2,0,80,36,6.6,50.6,45,2,2
"SA0000567","45","RUT","P",177,0,125440,68992,8467.2,64915.2,55,34,34
"SA0000568","45","RUT","P",189,0,71075,39091.25,4797.59,36781.34,55,38,38
"SA0000569","45","RUT","P",174,0,77090,42399.5,5203.59,39894.09,55,37,37
"SA0000570","CONTADO","PAQ","P",15,0,7080,3398.4,552.24,4233.84,48,15,15
"SA0000571","30","PAQ","P",4,0,1480,740,111,851,50,4,4
"SA0000572","30","PAQ","P",9,0,4790,2299.2,373.62,2864.42,48,9,9
"SA0000573","30","PAQ","P",2,0,1050,577.5,70.88,543.38,55,2,2
"SA0000574","15","MOS","P",3,0,1500,675,123.76,948.76,45,3,3
"SA0000575","60","PAQ","P",1,0,2300,1035,189.75,1454.75,45,1,1
"SA0000576","45","RUT","P",195,0,87200,47960,5886.04,45126.04,55,37,37
"SA0000577","15","MOS","P",3,0,3900,1755,321.75,2466.75,45,3,3
"SA0000578","45","RUT","P",163,0,54680,30074,3690.93,28296.93,55,38,38
"SA0000579","60","PAQ","P",16,0,3710,1966.3,261.56,2005.26,53,6,6
"SA0000580","60","PAQ","P",17,0,2540,1270,190.5,1460.5,50,14,14
"SA0000581","45","RUT","P",95,0,73410,40375.5,4955.22,37989.72,55,39,39
"SA0000582","30","MOS","P",1,0,320,144,26.4,202.4,45,1,1
"SA0000583","45","RUT","P",69,0,32620,17941,2201.87,16880.87,55,19,19
"SA0000584","30","MOS","P",1,0,320,144,26.4,202.4,45,1,1
"SA0000585","45","RUT","P",2,0,2000,1000,150,1150,50,2,2
"SA0000586","45","RUT","P",1,0,650,325,48.75,373.75,50,1,1
"SA0000587","45","RUT","P",1,0,1400,700,105,805,50,1,1
"SA0000588","45","RUT","P",2,0,2700,1350,202.5,1552.5,50,2,2
"SA0000589","90","RUT","P",96,0,32450,18496.5,2093.07,16046.57,57,21,21
"SA0000590","90","RUT","P",151,0,41170,23466.9,2655.49,20358.59,57,31,31
"SA0000591","45","RUT","P",101,0,74750,41112.5,5045.64,38683.14,55,33,33
"SA0000592","45","RUT","P",175,0,63700,35035,4299.79,32964.79,55,39,39
"SA0000593","45","RUT","P",130,0,76960,42328,5194.81,39826.81,55,38,38
"SA0000594","45","RUT","P",141,0,59660,32813,4027.07,30874.07,55,36,36
"SA0000595","45","RUT","P",177,0,125440,68992,8467.2,64915.2,55,34,34
"SA0000596","45","RUT","P",189,0,71075,39091.25,4797.59,36781.34,55,38,38
"SA0000597","45","RUT","P",174,0,77090,42399.5,5203.59,39894.09,55,37,37
"SA0000598","45","RUT","P",195,0,87200,47960,5886.04,45126.04,55,37,37
"SA0000599","45","RUT","P",171,0,55880,30734,3771.93,28917.93,55,39,39
"SA0000600","45","RUT","P",95,0,73410,40375.5,4955.22,37989.72,55,39,39
"SA0000601","45","RUT","P",85,0,38740,21307,2614.97,20047.97,55,38,38
"SA0000602","45","RUT","P",69,0,32620,17941,2201.87,16880.87,55,19,19
"SA0000603","45","RUT","P",85,0,38740,21307,2614.97,20047.97,55,38,38
"SA0000604","45","RUT","P",233,0,53020,29161,3578.9,27437.9,55,38,38
"SA0000605","45","RUT","P",181,0,43970,24183.5,2968.01,22754.51,55,37,37
"SA0000606","45","RUT","P",179,0,26420,14531,1783.43,13672.43,55,37,37
"SA0000607","45","RUT","P",233,0,53020,29161,3578.9,27437.9,55,38,38
"SA0000608","45","RUT","P",182,0,45370,24953.5,3062.51,23479.01,55,37,37
"SA0000609","45","RUT","P",179,0,26420,14531,1783.43,13672.43,55,37,37
"SA0000610","90","PAQ","P",1,0,4500,2475,303.75,2328.75,55,1,1
"SA0000611","30","PAQ","P",1,0,500,260,36,276,52,1,1
"SA0000612","15","PAQ","P",2,0,800,416,57.6,441.6,52,2,2
"SA0000613","30","PAQ","P",4,0,1160,580,87,667,50,3,3
"SA0000614","60","PAQ","P",2,0,2400,1320,162,1242,55,2,2
"SA0000615","30","MOS","P",2,0,2100,945,173.25,1328.25,45,2,2
"SA0000616","60","RUT","P",59,0,23240,11620,1743,13363,50,25,25
"SA0000617","60","RUT","P",55,0,7145,3572.5,535.89,4108.39,50,19,19
"SA0000618","90","RUT","P",146,0,42060,23974.2,2712.92,20798.72,57,31,31
"SA0000619","45","RUT","P",252,0,77920,42856,5259.62,40323.62,55,39,39
"SA0000620","90","PAQ","P",3,0,540,270,40.5,310.5,50,2,2
"SA0000621","90","RUT","P",96,0,32450,18496.5,2093.07,16046.57,57,21,21
"SA0000622","30","paq","P",1,0,3400,1700,255,1955,50,1,1
"SA0000623","90","RUT","P",151,0,41170,23466.9,2655.49,20358.59,57,31,31
"SA0000624","45","RUT","P",194,0,98300,54065,6635.25,50870.25,55,34,34
"SA0000625","45","RUT","P",27,0,25300,13915,1707.76,13092.76,55,10,10
"SA0000626","30","PAQ","P",7,0,1120,560,84,644,50,2,2
"SA0000627","15","MOS","P",6,0,850,382.5,70.14,537.64,45,6,6
"SA0000628","60","PAQ","P",13,0,5300,2756,381.6,2925.6,52,5,5
"SA0000629","60","PAQ","P",4,0,1455,771.15,102.59,786.44,53,4,4
"SA0000630","45","paq","P",3,0,1400,700,105,805,50,3,3
"SA0000631","BAJA","PAQ","P",13,0,2320,1113.6,180.96,1387.36,48,7,7
"SA0000632","60","PAQ","P",2,0,1550,883.5,99.98,766.48,57,2,2
"SA0000633","30","paq","P",7,0,2620,1179,216.16,1657.16,45,7,7
"SA0000634","15","MOS","P",1,0,500,175,48.75,373.75,35,1,1
"SA0000635","30","PAQ","P",6,0,760,364.8,59.28,454.48,48,3,3
"SA0000636","60","paq","P",13,0,3930,2161.5,265.29,2033.79,55,12,12
"SA0000637","30","PAQ","P",2,0,1300,715,87.75,672.75,55,1,1
"SA0000638","30","PAQ","P",3,0,2560,1408,172.8,1324.8,55,3,3
"SA0000639","60","PAQ","P",8,0,8800,4840,594,4554,55,4,4
"SA0000640","60","PAQ","P",4,0,1800,990,121.5,931.5,55,3,3
"SA0000641","60","PAQ","P",3,0,1130,598.9,79.67,610.77,53,3,3
"SA0000642","60","PAQ","P",5,0,2760,1380,207,1587,50,4,4
"SA0000643","30","paq","P",4,0,4050,1944,315.9,2421.9,48,4,4
"SA0000644","60","PAQ","P",2,0,2400,1320,162,1242,55,2,2
"SA0000645","60","RUT","P",84,0,28325,15578.75,1911.95,14658.2,55,41,41
"SA0000646","60","PAQ","P",1,0,800,440,54,414,55,1,1
"SA0000647","30","PAQ","P",8,0,2420,1210,181.5,1391.5,50,6,6
"SA0000648","30","PAQ","P",52,0,3520,1936,237.62,1821.62,55,8,8
"SA0000649","30","MOS","P",2,0,650,325,48.75,373.75,50,2,2
"SA0000650","30","paq","P",9,0,5380,2690,403.5,3093.5,50,9,9
"SA0000651","60","PAQ","P",13,0,6050,3206.5,426.53,3270.03,53,6,6
"SA0000652","60","PAQ","P",11,0,800,424,56.4,432.4,53,2,2
"SA0000653","BAJA","PAQ","P",2,0,1300,624,101.4,777.4,48,2,2
"SA0000654","30","PAQ","P",3,0,1800,990,121.51,931.51,55,3,3
"SA0000655","60","PAQ","P",3,0,1350,702,97.2,745.2,52,1,1
"SA0000656","15","MOS","P",2,0,2800,1260,231,1771,45,2,2
"SA0000657","40","PAQ","P",3,0,2500,1250,187.5,1437.5,50,3,3
"SA0000658","45","PAQ","P",17,0,2825,1469,203.4,1559.4,52,11,11
"SA0000659","45","PAQ","P",11,0,4300,2365,290.27,2225.27,55,10,10
"SA0000660","60","paq","P",2,0,1250,687.5,84.38,646.88,55,2,2
"SA0000661","60","RUT","P",101,0,29745,16359.75,2007.81,15393.06,55,40,40
"SA0000662","60","RUT","P",60,0,26760,14718,1806.35,13848.35,55,37,37
"SA0000663","60","RUT","P",15,0,3570,1963.5,240.98,1847.48,55,8,8
"SA0000664","15","MOS","P",1,0,60,27,4.95,37.95,45,1,1
"SA0000665","45","RUT","P",180,0,54420,26665.8,0,27754.2,49,37,37
"SA0000666","30","RUT","P",86,0,29980,13191.2,0,16788.8,44,39,39
"SA0000667","30","RUT","P",138,0,21450,9438,0,12012,44,39,39
"SA0000668","30","RUT","P",3,0,6900,3450,517.5,3967.5,50,3,3
"SA0000669","30","rut","P",62,0,10575,5076,824.85,6323.85,48,42,42
"SA0000670","30","rut","P",76,0,14300,6864,1115.4,8551.4,48,39,39
"SA0000671","30","rut","P",87,0,5385,2584.8,420.03,3220.23,48,25,25
"SA0000672","30","RUT","P",159,0,17970,7906.8,0,10063.2,44,32,32
"SA0000673","30","RUT","P",114,0,25490,11215.6,0,14274.4,44,37,37
"SA0000674","15","MOS","P",4,0,1440,720,108,828,50,4,4
"SA0000675","30","MOS","P",2,0,1250,562.5,103.13,790.63,45,2,2
"SA0000676","30","RUT","P",51,0,26410,13205,1980.75,15185.75,50,28,28
"SA0000677","30","PAQ","P",7,0,1630,733.5,134.49,1030.99,45,6,6
"SA0000678","45","PAQ","P",5,0,3100,1550,232.5,1782.5,50,5,5
"SA0000679","30","RUT","P",85,0,44500,24475,3003.76,23028.76,55,14,14
"SA0000680","30","PAQ","P",1,0,1200,660,81,621,55,1,1
"SA0000681","15","PAQ","P",1,0,300,120,27,207,40,1,1
"SA0000682","45","RUT","P",84,0,19890,9547.2,1551.42,11894.22,48,34,34
"SA0000683","30","PAQ","P",1,0,1800,900,135,1035,50,1,1
"SA0000684","45","PAQ","P",1,0,800,416,57.6,441.6,52,1,1
"SA0000685","30","PAQ","P",1,0,260,124.8,20.28,155.48,48,1,1
"SA0000686","45","PAQ","P",3,0,3700,1665,305.25,2340.25,45,3,3
"SA0000687","45","PAQ","P",4,0,2350,1292.5,158.63,1216.13,55,4,4
"SA0000688","45","PAQ","P",1,0,1600,880,108,828,55,1,1
"SA0000689","45","RUT","P",16,0,3920,1881.6,305.76,2344.16,48,7,7
"SA0000690","30","RUT","P",42,0,22540,10143,1859.58,14256.58,45,37,37
"SA0000691","30","PAQ","P",1,0,1000,520,72,552,52,1,1
"SA0000692","30","PAQ","P",5,0,1380,690,103.5,793.5,50,5,5
"SA0000693","60","PAQ","P",3,0,3600,1980,243,1863,55,3,3
"SA0000694","30","PAQ","P",2,0,360,162,29.7,227.7,45,1,1
"SA0000695","45","PAQ","P",2,0,940,517,63.45,486.45,55,2,2
"SA0000696","30","RUT","P",33,0,19260,9244.8,1502.28,11517.48,48,25,25
"SA0000697","30","RUT","P",72,0,20080,9638.4,1566.24,12007.84,48,35,35
"SA0000698","45","RUT","P",69,0,43010,23655.5,2903.19,22257.69,55,32,32
"SA0000699","45","RUT","P",93,0,39010,21455.5,2633.19,20187.69,55,38,38
"SA0000700","45","RUT","P",107,0,41250,22687.5,2784.4,21346.9,55,35,35
"SA0000701","45","RUT","P",99,0,42860,23573,2893.07,22180.07,55,35,35
"SA0000702","45","RUT","P",150,0,36500,20075,2463.8,18888.8,55,37,37
"SA0000703","45","RUT","P",4,0,4400,2420,297,2277,55,2,2
"SA0000704","30","RUT","P",117,0,31920,16598.4,2298.24,17619.84,52,41,41
"SA0000705","30","RUT","P",18,0,1960,1019.2,141.12,1081.92,52,8,8
"SA0000706","30","RUT","P",51,0,14765,7087.2,1151.67,8829.47,48,34,34
"SA0000707","30","RUT","P",31,0,13420,6441.6,1046.76,8025.16,48,30,30
"SA0000708","40","RUT","P",70,0,13115,5770.6,0,7344.4,44,34,34
"SA0000709","40","RUT","P",44,0,9620,4232.8,0,5387.2,44,20,20
"SA0000710","45","RUT","P",51,0,24225,12839.25,1707.93,13093.68,53,40,40
"SA0000711","45","MOS","P",3,0,6900,3450,517.5,3967.5,50,3,3
"SA0000712","45","RUT","P",40,0,7240,3837.2,510.45,3913.25,53,23,23
"SA0000713","45","RUT","P",73,0,16685,8676.2,1201.32,9210.12,52,40,40
"SA0000714","CONTADO","PAQ","P",13,0,9990,4795.2,779.22,5974.02,48,12,12
"SA0000715","45","RUT","P",9,0,3360,1747.2,241.92,1854.72,52,9,9
"SA0000716","30","RUT","P",48,0,8695,3825.8,0,4869.2,44,11,12
"SA0000717","30","RUT","P",25,0,8250,4042.5,0,4207.5,49,1,1
"SA0000718","30","RUT","P",93,0,41540,20770,3115.5,23885.5,50,38,38
"SA0000719","30","RUT","P",19,0,20060,10030,1504.5,11534.5,50,11,11
"SA0000720","30","RUT","P",57,0,27430,13715,2057.25,15772.25,50,40,40
"SA0000721","30","RUT","P",52,0,17280,8294.4,1347.84,10333.44,48,40,40
"SA0000722","30","RUT","P",17,0,7770,3729.6,606.06,4646.46,48,16,16
"SA0000723","90","RUT","P",46,0,11230,6401.1,724.35,5553.25,57,17,17
"SA0000724","45","RUT","P",105,0,42650,20898.5,0,21751.5,49,38,38
"SA0000725","30","PAQ","P",12,0,6200,3100,465,3565,50,6,6
"SA0000726","15","PAQ","P",1,0,400,160,36,276,40,1,1
"SA0000727","90","PAQ","P",1,0,2400,1368,154.8,1186.8,57,1,1
"SA0000728","30","PAQ","P",34,0,5600,2240,504,3864,40,23,23
"SA0000729","60","PAQ","P",1,0,1000,530,70.5,540.5,53,1,1
"SA0000730","60","PAQ","P",3,0,3450,1897.5,232.88,1785.38,55,3,3
"SA0000731","30","PAQ","P",1,0,1200,576,93.6,717.6,48,1,1
"SA0000732","30","PAQ","P",1,0,1000,500,75,575,50,1,1
"SA0000733","30","PAQ","P",9,0,2070,1035,155.25,1190.25,50,8,8
"SA0000734","30","PAQ","P",2,0,910,409.5,75.08,575.58,45,2,2
"SA0000735","45","RUT","P",43,0,20940,10470,1570.5,12040.5,50,33,33
"SA0000736","45","RUT","P",48,0,7000,3500,525.01,4025.01,50,25,25
"SA0000737","30","RUT","P",4,0,9200,4600,690,5290,50,3,3
"SA0000738","90","RUT","P",130,0,76560,43639.2,4938.17,37858.97,57,39,39
"SA0000739","45","RUT","P",75,0,57880,32991.6,3733.27,28621.67,57,25,25
"SA0000740","45","RUT","P",126,0,50710,28904.7,3270.83,25076.13,57,38,38
"SA0000741","45","RUT","P",289,0,58310,33236.7,3761.04,28834.34,57,35,35
"SA0000742","45","PAQ","P",2,0,850,467.5,57.38,439.88,55,2,2
"SA0000743","45","MOS","P",4,0,7200,3600,540,4140,50,2,2
"SA0000744","45","MOS","P",3,0,2400,1200,180,1380,50,1,1
"SA0000745","60","PAQ","P",11,0,3400,1768,244.8,1876.8,52,4,4
"SA0000746","30","PAQ","P",28,0,3350,1507.5,276.39,2118.89,45,13,13
"SA0000747","60","paq","P",2,0,1150,632.5,77.63,595.13,55,2,2
"SA0000748","60","PAQ","P",3,0,1760,968,118.8,910.8,55,3,3
"SA0000749","60","paq","P",2,0,1450,797.5,97.88,750.38,55,2,2
"SA0000750","CONTADO","PAQ","P",4,0,2600,1170,214.51,1644.51,45,4,4
"SA0000751","30","paq","P",3,0,700,315,57.76,442.76,45,3,3
"SA0000752","30","MOS","P",1,0,600,270,49.5,379.5,45,1,1
"SA0000753","BAJA","PAQ","P",14,0,5670,2721.6,442.26,3390.66,48,12,12
"SA0000754","45","PAQ","P",5,0,2600,1300,195,1495,50,3,3
"SA0000755","60","PAQ","P",1,0,700,371,49.35,378.35,53,1,1
"SA0000756","30","paq","P",2,0,2000,960,156,1196,48,2,2
"SA0000757","45","RUT","P",52,0,18720,9734.4,1347.84,10333.44,52,37,37
"SA0000758","45","PAQ","P",3,0,1800,936,129.6,993.6,52,2,2
"SA0000759","45","RUT","P",43,0,12770,6640.4,919.44,7049.04,52,32,32
"SA0000760","60","PAQ","P",1,0,1200,660,81,621,55,1,1
"SA0000761","60","PAQ","P",3,0,2850,1510.5,200.93,1540.43,53,3,3
"SA0000762","45","RUT","P",25,0,11200,5824,806.4,6182.4,52,14,14
"SA0000763","30","paq","P",7,0,13620,6810,1021.5,7831.5,50,6,6
"SA0000764","60","PAQ","P",11,0,1760,880,132,1012,50,7,7
"SA0000765","60","PAQ","P",16,0,8280,3974.4,645.84,4951.44,48,10,10
"SA0000766","45","PAQ","P",4,0,680,340,51,391,50,4,4
"SA0000767","30","PAQ","P",7,0,1420,781,95.85,734.85,55,4,4
"SA0000768","30","RUT","P",39,0,14120,6495.2,1143.72,8768.52,46,20,20
"SA0000769","30","PAQ","P",3,0,2700,1485,182.25,1397.25,55,3,3
"SA0000770","30","RUT","P",20,0,7500,4125,506.25,3881.25,55,2,2
"SA0000771","30","PAQ","P",2,0,380,190,28.5,218.5,50,2,2
"SA0000772","30","MOS","P",9,0,7040,3168,580.81,4452.81,45,9,9
"SA0000773","15","MOS","P",5,0,4800,2400,360,2760,50,5,5
"SA0000774","30","MOS","P",1,0,250,112.5,20.63,158.13,45,1,1
"SA0000775","30","RUT","P",43,0,19615,9807.5,1471.13,11278.63,50,40,40
"SA0000776","30","RUT","P",31,0,5395,2697.5,404.65,3102.15,50,28,28
"SA0000777","60","rut","P",177,0,69350,38142.5,4681.15,35888.65,55,40,40
"SA0000778","60","RUT","P",193,0,36565,20110.75,2468.2,18922.45,55,40,40
"SA0000779","45","RUT","P",54,0,41600,20800,3120,23920,50,33,33
"SA0000780","45","RUT","P",99,0,52920,26460,3969,30429,50,40,40
"SA0000781","45","rut","P",3,0,2700,1350,202.5,1552.5,50,2,2
"SA0000782","45","RUT","P",45,0,25340,12670,1900.5,14570.5,50,17,17
"SA0000783","45","RUT","P",50,0,21320,10660,1599,12259,50,17,17
"SA0000784","30","RUT","P",56,0,34360,16836.4,0,17523.6,49,39,39
"SA0000785","30","RUT","P",54,0,16950,8305.5,0,8644.5,49,39,39
"SA0000786","30","RUT","P",50,0,5460,2675.4,0,2784.6,49,38,38
"SA0000787","30","RUT","P",29,0,15000,7350,0,7650,49,22,22
"SA0000788","30","RUT","P",7,0,6800,3332,0,3468,49,6,6
"SA0000789","30","RUT","P",10,0,7110,3483.9,0,3626.1,49,10,10
"SA0000790","30","PAQ","P",6,0,3100,1488,241.8,1853.8,48,4,4
"SA0000791","60","PAQ","P",23,0,4680,2574,315.91,2421.91,55,8,8
"SA0000792","30","PAQ","P",1,0,600,300,45,345,50,1,1
"SA0000793","30","PAQ","P",1,0,600,300,45,345,50,1,1
"SA0000794","45","PAQ","P",1,0,1400,700,105,805,50,1,1
"SA0000795","60","PAQ","P",12,0,7770,4118.1,547.81,4199.71,53,12,12
"SA0000796","30","RUT","P",121,0,15095,7547.5,1132.13,8679.63,50,39,39
"SA0000797","30","rut","P",64,0,10000,5000,750,5750,50,22,22
"SA0000798","30","rut","P",15,0,6800,3740,459,3519,55,3,3
"SA0000799","45","RUT","P",60,0,31000,13640,0,17360,44,36,36
"SA0000800","45","RUT","P",68,0,27850,12254,0,15596,44,35,35
"SA0000801","45","RUT","P",79,0,9160,4030.4,0,5129.6,44,33,33
"SA0000802","60","RUT","P",255,0,173000,95150,11677.51,89527.51,55,35,35
"SA0000803","60","RUT","P",420,0,87150,47932.5,5882.68,45100.18,55,36,36
"SA0000804","60","RUT","P",20,0,10000,5500,675,5175,55,2,2
"SA0000805","60","RUT","P",5,0,2250,1237.5,151.88,1164.38,55,1,1
"SA0000806","60","RUT","P",56,0,54360,30985.2,3506.23,26881.03,57,36,36
"SA0000807","30","rut","P",133,0,39990,19995,2999.25,22994.25,50,37,37
"SA0000808","30","RUT","P",60,0,21550,10775,1616.25,12391.25,50,40,40
"SA0000809","30","RUT","P",68,0,9410,4705,705.75,5410.75,50,15,15
"SA0000810","45","RUT","P",39,0,19700,10244,1418.4,10874.4,52,14,14
"SA0000811","45","RUT","P",20,0,10200,5610,688.5,5278.5,55,2,2
"SA0000812","45","RUT","P",55,0,48130,25027.6,3465.36,26567.76,52,38,38
"SA0000813","45","RUT","P",35,0,13990,7274.8,1007.28,7722.48,52,16,16
"SA0000814","30","RUT","P",70,0,32970,15166.2,0,17803.8,46,37,37
"SA0000815","30","RUT","P",76,0,23720,10911.2,0,12808.8,46,38,38
"SA0000816","30","RUT","P",43,0,7940,3652.4,0,4287.6,46,13,13
"SA0000817","15","MOS","P",16,0,10440,5220,783,6003,50,9,9
"SA0000818","30","RUT","P",10,0,450,198,0,252,44,2,2
"SA0000819","30","RUT","P",10,0,3300,1617,0,1683,49,1,1
"SA0000820","20","RUT","P",53,0,18715,8983.2,1459.77,11191.57,48,31,31
"SA0000821","20","RUT","P",10,0,8000,4400,540,4140,55,2,2
"SA0000822","60","RUT","P",121,0,66600,34632,4795.2,36763.2,52,13,13
"SA0000823","60","PAQ","P",2,0,4800,2640,324,2484,55,2,2
"SA0000824","30","PAQ","P",10,0,2130,958.5,175.73,1347.23,45,9,9
"SA0000825","30","paq","P",11,0,2340,1123.2,182.52,1399.32,48,6,6
"SA0000826","30","PAQ","P",4,0,2100,1092,151.2,1159.2,52,3,3
"SA0000827","45","PAQ","P",1,0,2400,1200,180,1380,50,1,1
"SA0000828","45","RUT","P",6,0,2850,1425,213.75,1638.75,50,2,2
"SA0000829","45","MOS","P",1,0,1500,750,112.5,862.5,50,1,1
"SA0000830","45","MOS","P",2,0,600,300,45,345,50,1,1
"SA0000831","45","RUT","P",5,0,2360,1180,177,1357,50,4,4
"SA0000832","90","RUT","P",104,0,50830,28973.1,3278.57,25135.47,57,35,35
"SA0000833","45","MOS","P",5,0,6900,3450,517.5,3967.5,50,4,4
"SA0000834","30","RUT","P",59,0,22350,10728,1743.3,13365.3,48,40,40
"SA0000835","90","RUT","P",61,0,8500,4845,548.25,4203.25,57,9,9
"SA0000836","30","RUT","P",53,0,9730,4670.4,758.94,5818.54,48,23,23
"SA0000837","30","RUT","P",7,0,3650,1752,284.7,2182.7,48,3,3
"SA0000838","30","RUT","P",38,0,18950,9096,1478.1,11332.1,48,18,18
"SA0000839","15","RUT","P",41,0,17480,7691.2,0,9788.8,44,25,25
"SA0000840","15","RUT","P",40,0,16000,7840,0,8160,49,4,4
"SA0000841","30","RUT","P",34,0,20490,10245,1536.75,11781.75,50,19,19
"SA0000842","45","RUT","P",51,0,21140,10992.8,1522.08,11669.28,52,35,35
"SA0000843","45","RUT","P",16,0,2520,1310.4,181.44,1391.04,52,9,9
"SA0000844","30","rut","P",129,0,45450,22725,3408.75,26133.75,50,41,41
"SA0000845","30","RUT","P",23,0,13550,6775,1016.25,7791.25,50,9,9
"SA0000846","45","RUT","P",83,0,22360,11180,1677,12857,50,39,39
"SA0000847","45","RUT","P",23,0,18240,9120,1368,10488,50,12,12
"SA0000848","60","RUT","P",108,0,48840,27838.8,3150.22,24151.42,57,33,33
"SA0000849","60","RUT","P",66,0,59300,33801,3824.87,29323.87,57,36,36
"SA0000850","60","RUT","P",90,0,62690,35733.3,4043.53,31000.23,57,38,38
"SA0000851","60","RUT","P",173,0,26200,14934,1689.98,12955.98,57,41,41
"SA0000852","60","RUT","P",103,0,29360,16735.2,1893.72,14518.52,57,37,37
"SA0000853","60","RUT","P",128,0,62780,35784.6,4049.31,31044.71,57,38,38
"SA0000854","30","rut","P",78,0,13850,6925,1038.75,7963.75,50,40,40
"SA0000855","30","rut","P",15,0,3350,1675,251.25,1926.25,50,8,8
"SA0000856","30","MOS","P",8,0,8000,3600,660,5060,45,2,2
"SA0000857","45","PAQ","P",5,0,1620,842.4,116.64,894.24,52,2,2
"SA0000858","30","PAQ","P",9,0,4900,2352,382.2,2930.2,48,6,6
"SA0000859","45","PAQ","P",5,0,5000,2750,337.5,2587.5,55,5,5
"SA0000860","60","PAQ","P",12,0,8600,4472,619.2,4747.2,52,8,8
"SA0000861","60","PAQ","P",8,0,3220,1610,241.5,1851.5,50,8,8
"SA0000862","60","RUT","P",81,0,43280,24669.6,2791.58,21401.98,57,34,34
"SA0000863","30","paq","P",7,0,1850,962,133.2,1021.2,52,5,5
"SA0000864","60","RUT","P",108,0,66640,37984.8,4298.3,32953.5,57,37,37
"SA0000865","40","PAQ","P",2,0,1450,725,108.75,833.75,50,2,2
"SA0000866","30","PAQ","P",13,0,1860,892.8,145.08,1112.28,48,5,5
"SA0000867","CONTADO","PAQ","P",15,0,6760,3244.8,527.28,4042.48,48,15,15
"SA0000868","30","rut","P",244,0,30360,16698,2049.32,15711.32,55,32,32
"SA0000869","60","PAQ","P",5,0,600,330,40.5,310.5,55,1,1
"SA0000870","60","PAQ","P",22,0,10200,5406,719.11,5513.11,53,12,12
"SA0000871","30","PAQ","P",17,0,8020,4010,601.5,4611.5,50,13,13
"SA0000872","45","PAQ","P",18,0,6650,3657.5,448.88,3441.38,55,12,12
"SA0000873","60","PAQ","P",3,0,2200,1144,158.4,1214.4,52,3,3
"SA0000874","45","PAQ","P",1,0,400,200,30,230,50,1,1
"SA0000875","30","PAQ","P",1,0,2600,1430,175.5,1345.5,55,1,1
"SA0000876","45","PAQ","P",2,0,1560,811.2,112.32,861.12,52,2,2
"SA0000877","BAJA","PAQ","P",19,0,2630,1262.4,205.14,1572.74,48,13,13
"SA0000878","45","PAQ","P",3,0,3500,1925,236.26,1811.26,55,3,3
"SA0000879","30","PAQ","P",2,0,1450,725,108.75,833.75,50,2,2
"SA0000880","60","paq","P",2,0,1100,605,74.25,569.25,55,1,1
"SA0000881","30","PAQ","P",3,0,3120,1716,210.6,1614.6,55,3,3
"SA0000882","60","PAQ","P",29,0,5620,3091,379.35,2908.35,55,13,13
"SA0000883","90","RUT","P",197,0,58620,32241,3956.88,30335.88,55,39,39
"SA0000884","90","RUT","P",97,0,38770,21323.5,2617.01,20063.51,55,35,35
"SA0000885","30","RUT","P",46,0,20860,10430,1564.5,11994.5,50,35,35
"SA0000886","30","RUT","P",48,0,9270,4635,695.25,5330.25,50,38,38
"SA0000887","30","RUT","P",25,0,10950,5475,821.25,6296.25,50,19,19
"SA0000888","30","RUT","P",71,0,30230,15115,2267.25,17382.25,50,24,24
"SA0000889","45","RUT","P",349,0,65680,32183.2,0,33496.8,49,38,38
"SA0000890","45","RUT","P",331,0,42140,20648.6,0,21491.4,49,39,39
"SA0000891","45","RUT","P",108,0,52850,25896.5,0,26953.5,49,38,38
"SA0000892","45","RUT","P",156,0,35265,17279.85,0,17985.15,49,38,38
"SA0000893","45","RUT","P",46,0,48800,23912,0,24888,49,24,24
"SA0000894","30","RUT","P",47,0,32290,16790.8,2324.88,17824.08,52,39,39
"SA0000895","30","RUT","P",19,0,7790,4050.8,560.88,4300.08,52,19,19
"SA0000896","30","PAQ","P",1,0,1000,480,78,598,48,1,1
"SA0000897","30","PAQ","P",10,0,1470,764.4,105.84,811.44,52,7,7
"SA0000898","CONTADO","PAQ","P",1,0,2300,1035,189.75,1454.75,45,1,1
"SA0000899","30","PAQ","P",2,0,4800,2496,345.6,2649.6,52,1,1
"SA0000900","90","RUT","P",146,0,70890,40407.3,4572.43,35055.13,57,37,37
