"ClaveArticulo","Descripcion","ArticuloTipo","ArticuloGrupo","ArticuloClase","Almacenable","Identificacion","UMedInv","UMedVenta","UMedCpa","Precio","pctDescuento","UbicacionAlmacen","UbicacionClave"
"MEPFAE90R","MANIJA EXT PTA AEROSTAR 90-97 DER","32MEX","FORD","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"MEPFEX91L","MANIJA EXT PTA EXPLORER 91-94 IZQ","32MEX","FORD","MTW","S","Libre","PZA","PZA","PZA",80,0,"01","01"
"MEPFEX91R","MANIJA EXT PTA EXPLORER 91-94 DER","32MEX","FORD","MTW","S","Libre","PZA","PZA","PZA",80,0,"01","01"
"MEPFEX95D","MANIJA EXT PTA DEL EXPLORER 95-97 LH=RH","32MEX","FORD","MTW","S","LIBRE","PZA","PZA","PZA",160,0,"01","01"
"MEPFEX98D","MANIJA EXT PTA DEL EXPLORER 98-00 LH=RH","32MEX","FORD","MTW","S","LIBRE","PZA","PZA","PZA",160,0,,
"MEPFGM92DL","MANIJA EXT PTA DEL GRAND MARQUIS 92-97 IZQ","32MEX","FORD","MTW","S","Libre","PZA","PZA","PZA",300,0,"01","01"
"MEPFGM92DR","MANIJA EXT PTA DEL GRAND MARQUIS 92-97 DER","32MEX","FORD","MTW","S","Libre","PZA","PZA","PZA",300,0,"01","01"
"MEPFGM92TL","MANIJA EXT PTA TRAS GRAND MARQUIS 92-97 IZQ","32MEX","FORD","MTW","S","Libre","PZA","PZA","PZA",300,0,"01","01"
"MEPFGM92TR","MANIJA EXT PTA TRAS GRAND MARQUIS 92-97 DER","32MEX","FORD","MTW","S","Libre","PZA","PZA","PZA",300,0,"01","01"
"MEPFPU73L","MANIJA EXT PTA FORD PU 73-79 CROMADA IZQ","32MEX","FORD","MTW","S","Libre","PZA","PZA","PZA",100,0,"01","01"
"MEPFPU73R","MANIJA EXT PTA FORD PU 73-79 CROMADA DER","32MEX","FORD","MTW","S","Libre","PZA","PZA","PZA",100,0,"01","01"
"MEPFPU80L","MANIJA EXT PTA FORD PU 80-96 CROMADA IZQ","32MEX","FORD","MTW","S","Libre","PZA","PZA","PZA",220,0,"01","01"
"MEPFPU80R","MANIJA EXT PTA FORD PU 80-96 CROMADA DER","32MEX","FORD","MTW","S","Libre","PZA","PZA","PZA",220,0,"01","01"
"MEPFPU98L","MANIJA EXT PTA FORD PU 98-03 NEGRA IZQ","32MEX","FORD","MTW","S","Libre","PZA","PZA","PZA",250,0,"01","01"
"MEPFPU98R","MANIJA EXT PTA FORD PU 98-03 NEGRA DER","32MEX","FORD","MTW","S","Libre","PZA","PZA","PZA",250,0,"01","01"
"MEPFRA93L","MANIJA EXT PTA RANGER 93-03 NEGRA IZQ","32MEX","FORD","MTW","S","Libre","PZA","PZA","PZA",60,0,"01","01"
"MEPFRA93R","MANIJA EXT PTA RANGER 93-03 NEGRA DER","32MEX","FORD","MTW","S","Libre","PZA","PZA","PZA",60,0,"01","01"
"MEPFSD99L","MANIJA EXT PTA FORD SUPER DUTY 99-03 IZQ","32MEX","FORD","MTW","S","Libre","PZA","PZA","PZA",350,0,"01","01"
"MEPFSD99R","MANIJA EXT PTA FORD SUPER DUTY 99-03 DER","32MEX","FORD","MTW","S","Libre","PZA","PZA","PZA",350,0,"01","01"
"MEPFTO84CL","MANIJA EXT PTA RANG/MARQ/THUN/TOPAZ 84-87 CROM IZQ","32MEX","FORD","MTW","S","Libre","PZA","PZA","PZA",80,0,"01","01"
"MEPFTO84CR","MANIJA EXT PTA RANG/MARQ/THUN/TOPAZ 84-87 CROM DER","32MEX","FORD","MTW","S","Libre","PZA","PZA","PZA",80,0,"01","01"
"MEPFTO84NL","MANIJA EXT PTA RANG/MARQ/THUN/TOPAZ 84-87 NEG IZQ","32MEX","FORD","MTW","S","Libre","PZA","PZA","PZA",60,0,"01","01"
"MEPFTO84NR","MANIJA EXT PTA RANG/MARQ/THUN/TOPAZ 87-87 NEG DER","32MEX","FORD","MTW","S","Libre","PZA","PZA","PZA",60,0,"01","01"
"MEPFWI95L","MANIJA EXT PTA DEL WINDSTAR 95-97 IZQ","32MEX","FORD","MTW","S","Libre","PZA","PZA","PZA",300,0,"01","01"
"MEPFWI95R","MANIJA EXT PTA DEL WINDSTAR 95-97 DER","32MEX","FORD","MTW","S","Libre","PZA","PZA","PZA",300,0,"01","01"
"MEPMPU86","MANIJA EXT PTA MAZDA PU 86-93 NEGRA LH=RH","32MEX","MAZ","MTW","S","LIBRE","PZA","PZA","PZA",80,0,,
"MEPMPU86L","MANIJA EXT PTA MAZDA PU 86-93 NEGRA IZQ","32MEX","MAZ","MTW","S","Libre","PZA","PZA","PZA",80,0,"01","01"
"MEPMPU86R","MANIJA EXT PTA MAZDA PU 86-93 NEGRA DER","32MEX","MAZ","MTW","S","Libre","PZA","PZA","PZA",80,0,"01","01"
"MEPMTPU87L","MANIJA EXT PTA MITSUBISHI PU L200/D-50 87-96 IZQ","32MEX","MITSU","MTW","S","Libre","PZA","PZA","PZA",140,0,"01","01"
"MEPMTPU87R","MANIJA EXT PTA MITSUBISHI PU L200/D-50 87-96 DER","32MEX","MITSU","MTW","S","Libre","PZA","PZA","PZA",140,0,"01","01"
"MEPNPU73L","MANIJA EXT PTA DATSUN PU 73-80 CROMADA IZQ","32MEX","NISSA","MTW","S","Libre","PZA","PZA","PZA",55,0,"01","01"
"MEPNPU73R","MANIJA EXT PTA DATSUN PU 73-80 CROMADA DER","32MEX","NISSA","MTW","S","Libre","PZA","PZA","PZA",55,0,"01","01"
"MEPNPU81L","MANIJA EXT PTA NISSAN PU 81-93 CROMADA IZQ","32MEX","NISSA","MTW","S","Libre","PZA","PZA","PZA",55,0,"01","01"
"MEPNPU81R","MANIJA EXT PTA NISSAN PU 81-93 CROMADA DER","32MEX","NISSA","MTW","S","Libre","PZA","PZA","PZA",55,0,"01","01"
"MEPNPU87CL","MANIJA EXT PTA NISSAN PU 87-03 (D-21) CROMADA IZQ","32MEX","NISSA","MTW","S","Libre","PZA","PZA","PZA",55,0,"01","01"
"MEPNPU87CR","MANIJA EXT PTA NISSAN PU 87-03 (D-21) CROMADA DER","32MEX","NISSA","MTW","S","Libre","PZA","PZA","PZA",55,0,"01","01"
"MEPNPU87NL","MANIJA EXT PTA NISSAN PU 87-03 (D-21) NEGRA IZQ","32MEX","NISSA","MTW","S","Libre","PZA","PZA","PZA",55,0,"01","01"
"MEPNPU87NR","MANIJA EXT PTA NISSAN PU 87-03 (D-21) NEGRA DER","32MEX","NISSA","MTW","S","Libre","PZA","PZA","PZA",55,0,"01","01"
"MEPNT184NL","MANIJA EXT PTA TSURU I 84-86 NEGRA IZQ","32MEX","NISSA","MTW","S","Libre","PZA","PZA","PZA",55,0,"01","01"
"MEPNT184NR","MANIJA EXT PTA TSURU I 84-86 NEGRA DER","32MEX","NISSA","MTW","S","Libre","PZA","PZA","PZA",55,0,"01","01"
"MEPNT187CL","MANIJA EXT PTA TSURU I 87 CROMADA IZQ","32MEX","NISSA","MTW","S","Libre","PZA","PZA","PZA",55,0,"01","01"
"MEPNT187CR","MANIJA EXT PTA TSURU I 87 CROMADA DER","32MEX","NISSA","MTW","S","Libre","PZA","PZA","PZA",55,0,"01","01"
"MEPNT288N","MANIJA EXT PTA TSURU II 88-91 NEGRA LH=RH","32MEX","NISSA","MTW","S","LIBRE","PZA","PZA","PZA",80,0,,
"MEPNT288NL","MANIJA EXT PTA TSURU II 88-91 NEGRA IZQ","32MEX","NISSA","MTW","S","Libre","PZA","PZA","PZA",70,0,"01","01"
"MEPNT288NR","MANIJA EXT PTA TSURU II 88-91 NEGRA DER","32MEX","NISSA","MTW","S","Libre","PZA","PZA","PZA",70,0,"01","01"
"MEPNT290C","MANIJA EXT PTA TSURU II 90-91 CROMADA LH=RH","32MEX","NISSA","MTW","S","LIBRE","PZA","PZA","PZA",90,0,,
"MEPNT290CL","MANIJA EXT PTA TSURU II 90-91 CROMADA IZQ","32MEX","NISSA","MTW","S","Libre","PZA","PZA","PZA",80,0,"01","01"
"MEPNT290CR","MANIJA EXT PTA TSURU II 90-91 CROMADA DER","32MEX","NISSA","MTW","S","Libre","PZA","PZA","PZA",80,0,"01","01"
"MEPNT392L","MANIJA EXT PTA TSURU III 92-03 DEL Y TRAS IZQ","32MEX","NISSA","MTW","S","Libre","PZA","PZA","PZA",90,0,"01","01"
"MEPNT392R","MANIJA EXT PTA TSURU III 92-03 DEL Y TRAS DER","32MEX","NISSA","MTW","S","Libre","PZA","PZA","PZA",90,0,"01","01"
"MEPTPU84C","MANIJA EXT PTA TOYOTA PU 84-88 CROMADA LH=RH","32MEX","TOYO","MTW","S","LIBRE","PZA","PZA","PZA",90,0,,
"MEPTPU84CL","MANIJA EXT PTA TOYOTA PU 84-88 CROMADA IZQ","32MEX","TOYO","MTW","S","Libre","PZA","PZA","PZA",90,0,"01","01"
"MEPTPU84CR","MANIJA EXT PTA TOYOTA PU 84-88 CROMADA DER","32MEX","TOYO","MTW","S","Libre","PZA","PZA","PZA",90,0,"01","01"
"MEPTPU84N","MANIJA EXT PTA TOYOTA PU 84-88 NEGRA LH=RH","32MEX","TOYO","MTW","S","LIBRE","PZA","PZA","PZA",90,0,,
"MEPTPU84NL","MANIJA EXT PTA TOYOTA PU 84-88 NEGRA IZQ","32MEX","TOYO","MTW","S","Libre","PZA","PZA","PZA",90,0,"01","01"
"MEPTPU84NR","MANIJA EXT PTA TOYOTA PU 84-88 NEGRA DER","32MEX","TOYO","MTW","S","Libre","PZA","PZA","PZA",90,0,"01","01"
"MEPTPU89CL","MANIJA EXT PTA TOYOTA PU 89-95 CROMADA IZQ","32MEX","TOYO","MTW","S","Libre","PZA","PZA","PZA",90,0,"01","01"
"MEPTPU89CR","MANIJA EXT PTA TOYOTA PU 89-95 CROMADA DER","32MEX","TOYO","MTW","S","Libre","PZA","PZA","PZA",90,0,"01","01"
"MEPVAT82DL","MANIJA EXT PTA DEL ATLAN /JETTA 82-92 C/LLAVE IZQ","32MEX","VW","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"MEPVAT82DR","MANIJA EXT PTA DEL ATLAN /JETTA 82-92 C/LLAVE DER","32MEX","VW","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"MEPVAT82TL","MANIJA EXT PTA TRA ATLAN / JETTA 82-92 IZQ","32MEX","VW","MTW","S","Libre","PZA","PZA","PZA",90,0,"01","01"
"MEPVAT82TR","MANIJA EXT PTA TRA ATLAN / JETTA 82-92 DER","32MEX","VW","MTW","S","Libre","PZA","PZA","PZA",90,0,"01","01"
"MEPVCA77DL","MANIJA EXT PTA DEL CARIBE/GOLF 77-92 C/LLAVE IZQ","32MEX","VW","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"MEPVCA77DR","MANIJA EXT PTA DEL CARIBE/GOLF 77-92 C/LLAVE DER","32MEX","VW","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"MEPVCA77TL","MANIJA EXT PTA TRA CARIBE/GOLF 77-92 IZQ","32MEX","VW","MTW","S","Libre","PZA","PZA","PZA",90,0,"01","01"
"MEPVCA77TR","MANIJA EXT PTA TRA CARIBE/GOLF 77-92 DER","32MEX","VW","MTW","S","Libre","PZA","PZA","PZA",90,0,"01","01"
"MICAS85L","MANIJA INT PTA GMC-ASTRO / SAFARI VAN 85-93 IZQ","31MIN","CHEV","MTW","S","Libre","PZA","PZA","PZA",70,0,"01","01"
"MICAS85R","MANIJA INT PTA GMC-ASTRO / SAFARI VAN 85-93 DER","31MIN","CHEV","MTW","S","Libre","PZA","PZA","PZA",70,0,"01","01"
"MICCH94L","MANIJA INT PTA CHEVY SWING / JOY /MONZA 94-03 IZQ","31MIN","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",80,0,"01","01"
"MICCH94R","MANIJA INT PTA CHEVY SWING / JOY /MONZA 94-03 DER","31MIN","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",80,0,"01","01"
"MICPU77L","MANIJA INT PTA CHEV PU / SUBUR 77-91 CROM IZQ","31MIN","CHEV","MTW","S","Libre","PZA","PZA","PZA",100,0,"01","01"
"MICPU77R","MANIJA INT PTA CHEV PU / SUBUR 77-91 CROM DER","31MIN","CHEV","MTW","S","Libre","PZA","PZA","PZA",100,0,"01","01"
"MICPU92CL","MANIJA INT PTA CHEV PU / SUBURBA 92-94 CROM IZQ","31MIN","CHEV","MTW","S","Libre","PZA","PZA","PZA",180,0,"01","01"
"MICPU92CR","MANIJA INT PTA CHEV PU / SUBURBA 92-94 CROM DER","31MIN","CHEV","MTW","S","Libre","PZA","PZA","PZA",180,0,"01","01"
"MICPU95AL","MANIJA INT PTA CHEV PU / SUBURBA 95-98 AZUL IZQ","31MIN","CHEV","MTW","S","Libre","PZA","PZA","PZA",180,0,"01","01"
"MICPU95AR","MANIJA INT PTA CHEV PU / SUBURBA 95-98 AZUL DER","31MIN","CHEV","MTW","S","Libre","PZA","PZA","PZA",180,0,"01","01"
"MICPU95GL","MANIJA INT PTA CHEV PU / SUBURBA 95-98 GRIS IZQ","31MIN","CHEV","MTW","S","Libre","PZA","PZA","PZA",180,0,"01","01"
"MICPU95GR","MANIJA INT PTA CHEV PU / SUBURBA 95-98 GRIS DER","31MIN","CHEV","MTW","S","Libre","PZA","PZA","PZA",180,0,"01","01"
"MICPU95RL","MANIJA INT PTA CHEV PU / SUBURBA 95-98 ROJA IZQ","31MIN","CHEV","MTW","S","Libre","PZA","PZA","PZA",180,0,"01","01"
"MICPU95RR","MANIJA INT PTA CHEV PU / SUBURBA 95-98 ROJA DER","31MIN","CHEV","MTW","S","Libre","PZA","PZA","PZA",180,0,"01","01"
"MICS1083CL","MANIJA INT PTA S-10 / BLAZER 83-85 CROM IZQ","31MIN","CHEV","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"MICS1083CR","MANIJA INT PTA S-10 / BLAZER 83-85 CROM DER","31MIN","CHEV","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"MICS1083L","MANIJA INT PTA S-10 / BLAZER 83-85 NEG IZQ","31MIN","CHEV","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"MICS1083R","MANIJA INT PTA S-10 / BLAZER 83-85 NEG DER","31MIN","CHEV","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"MICS1086L","MANIJA INT PTA S-10 / BLAZER 86-90 NEG IZQ","31MIN","CHEV","MTW","S","Libre","PZA","PZA","PZA",100,0,"01","01"
"MICS1086R","MANIJA INT PTA S-10 / BLAZER 86-90 NEG DER","31MIN","CHEV","MTW","S","Libre","PZA","PZA","PZA",100,0,"01","01"
"MICS1091L","MANIJA INT PTA S-10 / BLAZER 91-94 NEG IZQ","31MIN","CHEV","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"MICS1091R","MANIJA INT PTA S-10 / BLAZER 91-94 NEG DER","31MIN","CHEV","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"MICS1095L","MANIJA INT PTA S-10 / BLAZER 95-99 IZQ","31MIN","CHEV","MTW","S","Libre","PZA","PZA","PZA",70,0,"01","01"
"MICS1095R","MANIJA INT PTA S-10 / BLAZER 95-99 DER","31MIN","CHEV","MTW","S","Libre","PZA","PZA","PZA",70,0,"01","01"
"MIFEX91L","MANIJA INT PTA EXPLORER 91-94 IZQ","31MIN","FORD","MTW","S","Libre","PZA","PZA","PZA",140,0,"01","01"
"MIFEX91R","MANIJA INT PTA EXPLORER 91-94 DER","31MIN","FORD","MTW","S","Libre","PZA","PZA","PZA",140,0,"01","01"
"MIFEX95L","MANIJA INT PTA EXPLORER 95-01 IZQ","31MIN","FORD","MTW","S","LIBRE","PZA","PZA","PZA",140,0,,
"MIFEX95R","MANIJA INT PTA EXPLORER 95-01 DER","31MIN","FORD","MTW","S","LIBRE","PZA","PZA","PZA",140,0,,
"MIFPU73L","MANIJA INT PTA FORD PU 73-79/ TOPAZ 84-94 IZQ","31MIN","FORD","MTW","S","Libre","PZA","PZA","PZA",40,0,"01","01"
"MIFPU73R","MANIJA INT PTA FORD PU 73-79/ TOPAZ 84-94 DER","31MIN","FORD","MTW","S","Libre","PZA","PZA","PZA",40,0,"01","01"
"MIFPU80CL","MANIJA INT PTA FORD PU 80-86 CROMADA IZQ","31MIN","FORD","MTW","S","Libre","PZA","PZA","PZA",40,0,"01","01"
"MIFPU80CR","MANIJA INT PTA FORD PU 80-86 CROMADA DER","31MIN","FORD","MTW","S","Libre","PZA","PZA","PZA",40,0,"01","01"
"MIFPU87NL","MANIJA INT PTA FORD PU 87-94 NEGRA IZQ","31MIN","FORD","MTW","S","Libre","PZA","PZA","PZA",30,0,"01","01"
"MIFPU87NR","MANIJA INT PTA FORD PU 87-94 NEGRA DER","31MIN","FORD","MTW","S","Libre","PZA","PZA","PZA",30,0,"01","01"
"MIFRA83L","MANIJA INT PTA RANGER 83-88 NEGRA IZQ","31MIN","FORD","MTW","S","Libre","PZA","PZA","PZA",80,0,"01","01"
"MIFRA83R","MANIJA INT PTA RANGER 83-88 NEGRA DER","31MIN","FORD","MTW","S","Libre","PZA","PZA","PZA",80,0,"01","01"
"MIFRA89L","MANIJA INT PTA RANGER 89-92 IZQ","31MIN","FORD","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"MIFRA89R","MANIJA INT PTA RANGER 89-92 DER","31MIN","FORD","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"MILFAE86","MANIJA INT PTA AEROSTAR 86-95 LATERAL","31MIN","FORD","MTW","S","Libre","PZA","PZA","PZA",40,0,"01","01"
"MIMPU86C","MANIJA INT PTA MAZDA PU 86-93 CAFE LH=RH","31MIN","MAZ","MTW","S","Libre","PZA","PZA","PZA",30,0,"01","01"
"MIMPU86G","MANIJA INT PTA MAZDA PU 86-93 GRIS LH=RH","31MIN","MAZ","MTW","S","Libre","PZA","PZA","PZA",30,0,"01","01"
"MINPU81","MANIJA INT PTA NISSAN PU 81-93 LH=RH","31MIN","NISSA","MTW","S","LIBRE","PZA","PZA","PZA",30,0,,
"MINPU81L","MANIJA INT PTA NISSAN PU 81-93 IZQ","31MIN","NISSA","MTW","S","Libre","PZA","PZA","PZA",30,0,"01","01"
"MINPU81R","MANIJA INT PTA NISSAN PU 81-93 DER","31MIN","NISSA","MTW","S","Libre","PZA","PZA","PZA",30,0,"01","01"
"MINPU94","MANIJA INT PTA NISSAN PU 94-03 LH=RH","31MIN","NISSA","MTW","S","Libre","PZA","PZA","PZA",30,0,"01","01"
"MINT392GL","MANIJA INT PTA TSURU III 92-03 GRIS IZQ","31MIN","NISSA","MTW","S","LIBRE","PZA","PZA","PZA",50,0,,
"MINT392GR","MANIJA INT PTA TSURU III 92-03 GRIS DER","31MIN","NISSA","MTW","S","LIBRE","PZA","PZA","PZA",50,0,,
"MINT392NL","MANIJA INT PTA TSURU III 92-03 NEGRA IZQ","31MIN","NISSA","MTW","S","LIBRE","PZA","PZA","PZA",50,0,,
"MINT392NR","MANIJA INT PTA TSURU III 92-03 NEGRA DER","31MIN","NISSA","MTW","S","LIBRE","PZA","PZA","PZA",50,0,,
"MOFDCCU90","MOLD FACIA DEL CUTLASS 90-93 ANCHA","27MLD","CHEV","MTW","S","Libre","PZA","PZA","PZA",900,0,"01","01"
"MOFDTOP88C","MOLD FACIA DEL TOPAZ 88 1/2-91 CROMADA","27MLD","FORD","MTW","S","Libre","PZA","PZA","PZA",150,0,"01","01"
"MPDLI02N","MARCO PARRILLA LIBERTY 02-03 NEGRO","04MPA","DODG","MTW","S","LIBRE","PZA","PZA","PZA",1600,0,,
"MPDPU02C","MARCO PARRILLA DODGE PU 02-03 (NEW RAM) CROMADO","04MPA","DODG","MTW","S","LIBRE","PZA","PZA","PZA",3000,0,,
"MPDPU81","MARCO PARRILLA DODGE PU 81-85","04MPA","DODG","MTW","S","Libre","PZA","PZA","PZA",2500,0,"01","01"
"MPDPU86","MARCO PARRILLA DODGE PU 86-89","04MPA","DODG","MTW","S","Libre","PZA","PZA","PZA",2500,0,"01","01"
"MPDPU92C","MARCO PARRILLA DODGE PU 92-93 CROM S/LETRAS SOLO","04MPA","DODG","MTW","S","Libre","PZA","PZA","PZA",1400,0,"01","01"
"MPDPU92CC","MARCO PARRILLA DODGE PU 92-93 CROM S/LETRAS C/INS","04MPA","DODG","MTW","S","Libre","PZA","PZA","PZA",1600,0,"01","01"
"MPDPU92PC","MARCO PARRILLA DODGE PU 92-93 PINT S/LETRAS C/INS","04MPA","DODG","MTW","S","Libre","PZA","PZA","PZA",1400,0,"01","01"
"MPFPU73","MARCO PARRILLA FORD PU 73-77","04MPA","FORD","MTW","S","Libre","PZA","PZA","PZA",2500,0,"01","01"
"MPFPU76C","MARCO PARRILLA FORD PU 76-77 COMPLETO S/CUARTOS","04MPA","FORD","MTW","S","Libre","PZA","PZA","PZA",3200,0,"01","01"
"MPFPU78","MARCO PARRILLA FORD PU 78-79","04MPA","FORD","MTW","S","Libre","PZA","PZA","PZA",2500,0,"01","01"
"MPFPU79CC","MARCO PARRILLA FORD PU 79 COMP CROM S/CUARTOS","04MPA","FORD","MTW","S","Libre","PZA","PZA","PZA",3400,0,"01","01"
"MPFPU79CP","MARCO PARRILLA FORD PU 79 COMP PINT S/CUARTOS","04MPA","FORD","MTW","S","Libre","PZA","PZA","PZA",3200,0,"01","01"
"MPJWA79","MARCO PARRILLA WAGONEER 79-85 (MARCO Y PARRILLA)","04MPA","RENA","MTW","S","Libre","PZA","PZA","PZA",2800,0,"01","01"
"MR373139","MOTOVENT STRATUS 01-03 V6/4CIL P/RAD COMPLETO","19MV","DODG","MTW","S","LIBRE","PZA","PZA","PZA",3300,0,,
"MR513360","MOTOVENT STRATUS 01-03 V6/4CIL P/ A/A COMPLET","19MV","DODG","MTW","S","LIBRE","PZA","PZA","PZA",3300,0,,
"MRCCH94","MARCO RAD CHEVY SWING / JOY / MONZA 94-03","16MRD","CHEV","MTW","S","Libre","PZA","PZA","PZA",600,0,"01","01"
"MRCCH94I","MARCO RAD CHEVY SWING/ JOY / MONZ 94-03 (SEC INF)","16MRD","CHEV","MTW","S","Libre","PZA","PZA","PZA",900,0,"01","01"
"MRCCU87","MARCO RAD CUTLASS 87-96 / CENTURY 83-96","16MRD","CHEV","MTW","S","Libre","PZA","PZA","PZA",1500,0,"01","01"
"MRCMA97S","MARCO RAD MALIBU 97-03 SUPERIOR","16MRD","CHEV","MTW","S","Libre","PZA","PZA","PZA",500,0,"01","01"
"MRCPU81CH","MARCO RAD CHEV PU 81-88 CHEYENNE","16MRD","CHEV","MTW","S","Libre","PZA","PZA","PZA",1500,0,"01","01"
"MRCPU81CU","MARCO RAD CHEV PU 81-88 CUSTOM","16MRD","CHEV","MTW","S","Libre","PZA","PZA","PZA",1500,0,"01","01"
"MRCPU89CH","MARCO RAD CHEV PU 89-91 CHEYENNE","16MRD","CHEV","MTW","S","Libre","PZA","PZA","PZA",1600,0,"01","01"
"MRCPU89CU","MARCO RAD CHEV PU 89-91 CUSTOM","16MRD","CHEV","MTW","S","Libre","PZA","PZA","PZA",2000,0,"01","01"
"MRCPU92","MARCO RAD CHEV PU 92-98 CHEYENNE / CUSTOM","16MRD","CHEV","MTW","S","Libre","PZA","PZA","PZA",1200,0,"01","01"
"MRCPU991.5","MARCO RAD CHEV PU 99-02 1.5 Y 2.5 TONS","16MRD","CHEV","MTW","S","Libre","PZA","PZA","PZA",2800,0,"01","01"
"MRCPU993.5","MARCO RAD CHEV PU 99-02 3.5 TONS","16MRD","CHEV","MTW","S","Libre","PZA","PZA","PZA",2800,0,"01","01"
"MRCS1082A","MARCO RAD S-10 82-90 / BLAZER C/AIRE ACOND","16MRD","CHEV","MTW","S","Libre","PZA","PZA","PZA",850,0,"01","01"
"MRCS1091","MARCO RAD S-10 / BLAZER 91-94","16MRD","CHEV","MTW","S","Libre","PZA","PZA","PZA",850,0,"01","01"
"MRCS1095","MARCO RAD S-10 / BLAZER 95-97","16MRD","CHEV","MTW","S","Libre","PZA","PZA","PZA",900,0,"01","01"
"MRCS1098","MARCO RAD S-10 98-03 / BLAZER 98-01","16MRD","CHEV","MTW","S","Libre","PZA","PZA","PZA",900,0,"01","01"
"MRDNE00","MARCO RAD NEON 00-02 COMPLETO","16MRD","DODG","MTW","S","Libre","PZA","PZA","PZA",1400,0,"01","01"
"MRDNE94","MARCO RAD NEON 94-99","16MRD","DODG","MTW","S","Libre","PZA","PZA","PZA",900,0,"01","01"
"MRDPU86","MARCO RAD DODGE PU 86-89","16MRD","DODG","MTW","S","Libre","PZA","PZA","PZA",3000,0,"01","01"
"MRDPU94I","MARCO RAD DODGE PU 94-02 RAM (SECC INFERIOR)","16MRD","DODG","MTW","S","Libre","PZA","PZA","PZA",2600,0,"01","01"
"MRDPU94S","MARCO RAD DODGE PU 94-02 RAM (SECC SUPERIOR)","16MRD","DODG","MTW","S","Libre","PZA","PZA","PZA",1400,0,"01","01"
"MRDSH89","MARCO RAD SHADOW 89-90","16MRD","DODG","MTW","S","Libre","PZA","PZA","PZA",1200,0,"01","01"
"MRDSH89S","MARCO RAD SHADOW 89-90 (SECCION SUP)","16MRD","DODG","MTW","S","Libre","PZA","PZA","PZA",400,0,"01","01"
"MRDSP91","MARCO RAD SPIRIT 91-95 COMPLETO","16MRD","DODG","MTW","S","Libre","PZA","PZA","PZA",1200,0,"01","01"
"MRDSPI90I","MARCO RAD SPIRIT 90 (SECCION INF)","16MRD","DODG","MTW","S","Libre","PZA","PZA","PZA",600,0,"01","01"
"MRFES94","MARCO RAD ESCORT 94-96","16MRD","FORD","MTW","S","Libre","PZA","PZA","PZA",900,0,"01","01"
"MRFES97","MARCO RAD ESCORT 97-99 4 PTAS Y S.W.","16MRD","FORD","MTW","S","Libre","PZA","PZA","PZA",900,0,"01","01"
"MRFEX91","MARCO RAD EXPLORER 91-94 / RANGER 89-92","16MRD","FORD","MTW","S","Libre","PZA","PZA","PZA",1200,0,"01","01"
"MRFEX95","MARCO RAD EXPLORER 95-01 / SPORT 01-03","16MRD","FORD","MTW","S","LIBRE","PZA","PZA","PZA",2000,0,,
"MRFFI00","MARCO RAD FIESTA / IKON / COURIER 00-02","16MRD","FORD","MTW","S","Libre","PZA","PZA","PZA",1500,0,"01","01"
"MRFFO00","MARCO RAD FOCUS 00-03","16MRD","FORD","MTW","S","Libre","PZA","PZA","PZA",1800,0,"01","01"
"MRFGM92","MARCO RAD GRAND MARQUIS 92-94","16MRD","FORD","MTW","S","Libre","PZA","PZA","PZA",2200,0,"01","01"
"MRFGM95","MARCO RAD GRAND MARQUIS 95-97","16MRD","FORD","MTW","S","Libre","PZA","PZA","PZA",1400,0,"01","01"
"MRFGM98","MARCO RAD GRAND MARQUIS 98-02","16MRD","FORD","MTW","S","Libre","PZA","PZA","PZA",1400,0,"01","01"
"MRFMU94","MARCO RAD MUSTANG 94-02","16MRD","FORD","MTW","S","Libre","PZA","PZA","PZA",1400,0,"01","01"
"MRFPU73","MARCO RAD FORD PU 73-79","16MRD","FORD","MTW","S","Libre","PZA","PZA","PZA",1800,0,"01","01"
"MRFPU80","MARCO RAD FORD PU 80-86","16MRD","FORD","MTW","S","Libre","PZA","PZA","PZA",2200,0,"01","01"
"MRFPU87","MARCO RAD FORD PU 87-91 C/AIRE ACOND (GAS)","16MRD","FORD","MTW","S","Libre","PZA","PZA","PZA",2800,0,"01","01"
"MRFPU92","MARCO RAD FORD PU 92-96 (GAS)","16MRD","FORD","MTW","S","Libre","PZA","PZA","PZA",2800,0,"01","01"
"MRFPU97","MARCO RAD FORD PU 97-03 LOBO","16MRD","FORD","MTW","S","Libre","PZA","PZA","PZA",1400,0,"01","01"
