"ClaveArticulo","Descripcion","ArticuloTipo","ArticuloGrupo","ArticuloClase","Almacenable","Identificacion","UMedInv","UMedVenta","UMedCpa","Precio","pctDescuento","UbicacionAlmacen","UbicacionClave"
"14021254","BISAGRA COFRE CHEV PU 81-91 C/ESPIRAL DER","34BCF","CHEV","MTW","S","Libre","PZA","PZA","PZA",200,0,"01","01"
"14022805","MOLD ARCO SALP CHEV PU 81-91 IZQ","27MLD","CHEV","MTW","S","Libre","PZA","PZA","PZA",150,0,"01","01"
"14022806","MOLD ARCO SALP CHEV PU 81-91 DER","27MLD","CHEV","MTW","S","Libre","PZA","PZA","PZA",150,0,"01","01"
"14027431","ELEV CRISTAL CHEV PU / SUBURBAN 73-91 IZQ","29ECT","CHEV","MTW","S","Libre","PZA","PZA","PZA",280,0,"01","01"
"14027432","ELEV CRISTAL CHEV PU / SUBURBAN 73-91 DER","29ECT","CHEV","MTW","S","Libre","PZA","PZA","PZA",280,0,"01","01"
"14030523","BISAGRA COFRE S-10 82-94 IZQ","34BCF","CHEV","MTW","S","Libre","PZA","PZA","PZA",200,0,"01","01"
"14030524","BISAGRA COFRE S-10 82-94 DER","34BCF","CHEV","MTW","S","Libre","PZA","PZA","PZA",200,0,"01","01"
"14033613","MOLD ARCO TRAS S-10 82-94 IZQ","27MLD","CHEV","MTW","S","Libre","PZA","PZA","PZA",150,0,"01","01"
"14033614","MOLD ARCO TRAS S-10 82-94 DER","27MLD","CHEV","MTW","S","Libre","PZA","PZA","PZA",150,0,"01","01"
"14033615","MOLD ARCO SALP S-10 82-94 IZQ","27MLD","CHEV","MTW","S","Libre","PZA","PZA","PZA",150,0,"01","01"
"14033616","MOLD ARCO SALP S-10 82-94 DER","27MLD","CHEV","MTW","S","Libre","PZA","PZA","PZA",150,0,"01","01"
"14043823","BISAGRA COFRE CHEV PU 81-91 S/ESPIRAL IZQ","34BCF","CHEV","MTW","S","Libre","PZA","PZA","PZA",200,0,"01","01"
"14043824","BISAGRA COFRE CHEV PU 81-91 S/ESPIRAL DER","34BCF","CHEV","MTW","S","Libre","PZA","PZA","PZA",200,0,"01","01"
"14064637","BRAZO DEF DEL CHEV PU 81-91 CORTO IZQ","11BRA","CHEV","MTW","S","Libre","PZA","PZA","PZA",150,0,"01","01"
"14064638","BRAZO DEF DEL CHEV PU 81-91 CORTO DER","11BRA","CHEV","MTW","S","Libre","PZA","PZA","PZA",150,0,"01","01"
"15035591","BISAGRA COFRE CHEV PU 99-02 C/ESPIRAL IZQ","34BCF","CHEV","MTW","S","Libre","PZA","PZA","PZA",300,0,"01","01"
"15035592","BISAGRA COFRE CHEV PU 99-02 C/ESPIRAL DER","34BCF","CHEV","MTW","S","Libre","PZA","PZA","PZA",300,0,"01","01"
"15088328","TOLVA RAD SUBURBAN 00-03 SUPERIOR","19TRD","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",600,0,,
"15088329","TOLVA RAD CHEV PU 99-03 4.3L SUPERIOR","19TRD","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",600,0,,
"15164394","TOLVA RAD SUBURBAN 00-03 INFERIOR","19TRD","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",600,0,,
"15546443","MOLD ARCO SALP CHEV PU 92-98 IZQ","27MLD","CHEV","MTW","S","Libre","PZA","PZA","PZA",150,0,"01","01"
"15546444","MOLD ARCO SALP CHEV PU 92-98 DER","27MLD","CHEV","MTW","S","Libre","PZA","PZA","PZA",150,0,"01","01"
"15546459","MOLD ARCO TRAS CHEV PU 92-98 IZQ","27MLD","CHEV","MTW","S","Libre","PZA","PZA","PZA",150,0,"01","01"
"15546460","MOLD ARCO TRAS CHEV PU 92-98 DER","27MLD","CHEV","MTW","S","Libre","PZA","PZA","PZA",150,0,"01","01"
"15560553","TOLVA RAD S-10 82-94 4 CIL SUP","19TRD","CHEV","MTW","S","Libre","PZA","PZA","PZA",400,0,"01","01"
"15560554","TOLVA RAD S-10 82-94 4 CIL INF","19TRD","CHEV","MTW","S","Libre","PZA","PZA","PZA",400,0,"01","01"
"15590207","BRAZO DEF DEL S-10 82-94 CORTO IZQ","11BRA","CHEV","MTW","S","Libre","PZA","PZA","PZA",150,0,"01","01"
"15590208","BRAZO DEF DEL S-10 82-94 CORTO DER","11BRA","CHEV","MTW","S","Libre","PZA","PZA","PZA",150,0,"01","01"
"15593227","MOLD LAT PARR CHEV PU 83-88 C IZQ","27MLD","CHEV","MTW","S","Libre","PZA","PZA","PZA",200,0,"01","01"
"15593228","MOLD LAT PARR CHEV PU 83-88 C DER","27MLD","CHEV","MTW","S","Libre","PZA","PZA","PZA",200,0,"01","01"
"15594897","MOLD INF PARR CHEV PU 83-88","27MLD","CHEV","MTW","S","Libre","PZA","PZA","PZA",150,0,"01","01"
"15594898","MOLD SUP PARR CHEV PU 83-88","27MLD","CHEV","MTW","S","Libre","PZA","PZA","PZA",150,0,"01","01"
"15602558","TOLVA RAD S-10 82-94 6 CIL INF","19TRD","CHEV","MTW","S","Libre","PZA","PZA","PZA",350,0,"01","01"
"15603561","TOLVA RAD CHEV PU 92-98 6 CIL INF","19TRD","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",400,0,,
"15606577","BRAZO DEF DEL CHEV PU 81-91 LARGO IZQ","11BRA","CHEV","MTW","S","Libre","PZA","PZA","PZA",200,0,"01","01"
"15606578","BRAZO DEF DEL CHEV PU 81-91 LARGO DER","11BRA","CHEV","MTW","S","Libre","PZA","PZA","PZA",200,0,"01","01"
"15607172","TOLVA RAD CHEV PU 92-98 6 CIL SUP","19TRD","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",400,0,,
"15611495","BRAZO DEF DEL CHEV PU 92-98 CENTRAL IZQ","11BRA","CHEV","MTW","S","Libre","PZA","PZA","PZA",180,0,"01","01"
"15611496","BRAZO DEF DEL CHEV PU 92-98 CENTRAL DER","11BRA","CHEV","MTW","S","Libre","PZA","PZA","PZA",180,0,"01","01"
"15616290","MOLD ARCO TRAS SUBURBAN 89-91 DER","27MLD","CHEV","MTW","S","Libre","PZA","PZA","PZA",150,0,"01","01"
"15616291","MOLD ARCO TRAS SUBURBAN 89-91 IZQ","27MLD","CHEV","MTW","S","Libre","PZA","PZA","PZA",150,0,"01","01"
"15616312","MOLD ARCO SALP SUBURBAN 89-91 DER","27MLD","CHEV","MTW","S","Libre","PZA","PZA","PZA",150,0,"01","01"
"15616313","MOLD ARCO SALP SUBURBAN 89-91 IZQ","27MLD","CHEV","MTW","S","Libre","PZA","PZA","PZA",150,0,"01","01"
"15616749","BISAGRA COFRE CHEV PU 92-98 S/ESPIRAL IZQ","34BCF","CHEV","MTW","S","Libre","PZA","PZA","PZA",200,0,"01","01"
"15616750","BISAGRA COFRE CHEV PU 92-98 S/ESPIRAL DER","34BCF","CHEV","MTW","S","Libre","PZA","PZA","PZA",200,0,"01","01"
"15686149","BRAZO DEF DEL CHEV PU 92-98 EXTERIOR IZQ","11BRA","CHEV","MTW","S","Libre","PZA","PZA","PZA",150,0,"01","01"
"15686150","BRAZO DEF DEL CHEV PU 92-98 EXTERIOR DER","11BRA","CHEV","MTW","S","Libre","PZA","PZA","PZA",150,0,"01","01"
"15690183","BISAGRA COFRE CHEV PU 92-98 C/ESPIRAL IZQ","34BCF","CHEV","MTW","S","Libre","PZA","PZA","PZA",200,0,"01","01"
"15690184","BISAGRA COFRE CHEV PU 92-98 C/ESPIRAL DER","34BCF","CHEV","MTW","S","Libre","PZA","PZA","PZA",200,0,"01","01"
"15696691","TOLVA RAD CHEV PU 92-98 8 CIL INF","19TRD","CHEV","MTW","S","Libre","PZA","PZA","PZA",350,0,"01","01"
"15707564","TOLVA RAD CHEV PU 99-03 4.3L INFERIOR","19TRD","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",600,0,,
"15739587","TOLVA RAD CHEV PU 92-98 8 CIL SUP","19TRD","CHEV","MTW","S","Libre","PZA","PZA","PZA",350,0,"01","01"
"15789587","TOLVA RAD SUBURBAN / SILVERADO 94-99 SUP","19TRD","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",600,0,,
"15954691","TOLVA RAD SUBURBAN / SILVERADO 94-99 INF","19TRD","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",600,0,,
"15958485","TOLVA RAD S-10 82-94 6 CIL SUP","19TRD","CHEV","MTW","S","Libre","PZA","PZA","PZA",350,0,"01","01"
"15976629","BRAZO DEF DEL S-10 82-94 LARGO IZQ","11BRA","CHEV","MTW","S","Libre","PZA","PZA","PZA",150,0,"01","01"
"15976630","BRAZO DEF DEL S-10 82-94 LARGO DER","11BRA","CHEV","MTW","S","Libre","PZA","PZA","PZA",150,0,"01","01"
"1671135010","TOLVA RAD TOYOTA PU 84-88 (TRACC NORMAL)","19TRD","TOYO","MTW","S","Libre","PZA","PZA","PZA",300,0,"01","01"
"1671171030","TOLVA RAD TOYOTA PU 89-95 (TRACC NORMAL)","19TRD","TOYO","MTW","S","Libre","PZA","PZA","PZA",300,0,"01","01"
"176807113B","BRAZO DEF DEL GOLF / JETTA 87-91 DER","11BRA","VW","MTW","S","Libre","PZA","PZA","PZA",200,0,"01","01"
"176807113C","BRAZO DEF DEL GOLF / JETTA 87-91 IZQ","11BRA","VW","MTW","S","Libre","PZA","PZA","PZA",200,0,"01","01"
"1R3Z-8C607CA","MOTOVENT MUSTANG 99-02 3.8L P/RAD  P/ A/A COMPLETO","19MV","FORD","MTW","S","LIBRE","PZA","PZA","PZA",2600,0,,
"1S4Z-8C607AA","MOTOVENT FOCUS 00-03 P/RAD P/ A/A COMPLETO","19MV","FORD","MTW","S","LIBRE","PZA","PZA","PZA",3500,0,,
"212-1539L1","CUARTO PUNTA TOYOTA PU 89-95 CROM TRAC NOR IZQ","25CTO","TOYO","MTW","S","Libre","PZA","PZA","PZA",80,0,"01","01"
"212-1539L2","CUARTO PUNTA TOYOTA PU 89-95 NEGRO TRAC NOR IZQ","25CTO","TOYO","MTW","S","Libre","PZA","PZA","PZA",80,0,"01","01"
"212-1539R1","CUARTO PUNTA TOYOTA PU 89-95 CROM TRAC NOR DER","25CTO","TOYO","MTW","S","Libre","PZA","PZA","PZA",80,0,"01","01"
"212-1539R2","CUARTO PUNTA TOYOTA PU 89-95 NEGRO TRAC NOR DER","25CTO","TOYO","MTW","S","Libre","PZA","PZA","PZA",80,0,"01","01"
"212-1552L1","CUARTO PUNTA TOYOTA PU 89-95 CROM DOBLE TRACC IZQ","25CTO","TOYO","MTW","S","Libre","PZA","PZA","PZA",140,0,"01","01"
"212-1552L2","CUARTO PUNTA TOYOTA PU 89-95 NEGRO DOBLE TRACC IZQ","25CTO","TOYO","MTW","S","Libre","PZA","PZA","PZA",140,0,"01","01"
"212-1552R1","CUARTO PUNTA TOYOTA PU 89-95 CROM DOBLE TRACC DER","25CTO","TOYO","MTW","S","Libre","PZA","PZA","PZA",140,0,"01","01"
"212-1552R2","CUARTO PUNTA TOYOTA PU 89-95 NEGRO DOBLE TRACC DER","25CTO","TOYO","MTW","S","Libre","PZA","PZA","PZA",140,0,"01","01"
"212-1612L","CUARTO FRONTAL TOYOTA PU 84-88 (TODAS) IZQ","25CTO","TOYO","MTW","S","Libre","PZA","PZA","PZA",40,0,"01","01"
"212-1612R","CUARTO FRONTAL TOYOTA PU 84-88 (TODAS) DER","25CTO","TOYO","MTW","S","Libre","PZA","PZA","PZA",40,0,"01","01"
"212-1638L","CUARTO FRONTAL TOYOTA PU 89-95 (TODAS) IZQ","25CTO","TOYO","MTW","S","Libre","PZA","PZA","PZA",60,0,"01","01"
"212-1638R","CUARTO FRONTAL TOYOTA PU 89-95 (TODAS) DER","25CTO","TOYO","MTW","S","Libre","PZA","PZA","PZA",60,0,"01","01"
"212-1914L","CALAVERA TOYOTA PU 84-88 CROMADA (TODAS) IZQ","26CAL","TOYO","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"212-1914L2","CALAVERA TOYOTA PU 84-88 PINTADA (TODAS) IZQ","26CAL","TOYO","MTW","S","Libre","PZA","PZA","PZA",110,0,"01","01"
"212-1914R","CALAVERA TOYOTA PU 84-88 CROMADA (TODAS) DER","26CAL","TOYO","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"212-1914R2","CALAVERA TOYOTA PU 84-88 PINTADA (TODAS) DER","26CAL","TOYO","MTW","S","Libre","PZA","PZA","PZA",110,0,"01","01"
"212-1923L","CALAVERA TOYOTA PU 78-83 CROMADA (TODAS)  IZQ","26CAL","TOYO","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"212-1923R","CALAVERA TOYOTA PU 78-83 CROMADA (TODAS) DER","26CAL","TOYO","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"212-1945L","CALAVERA TOYOTA PU 89-95 (TODAS) IZQ","26CAL","TOYO","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"212-1945R","CALAVERA TOYOTA PU 89-95 (TODAS) DER","26CAL","TOYO","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"213-1122L","FARO LUV 04 C/AJUSTES CRISTAL IZQ ***","24FAR","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",600,0,,
"213-1122R","FARO LUV 04 C/AJUSTES CRISTAL DER ***","24FAR","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",600,0,,
"213-1123L","FARO LUV 98-03 C/AJUSTES IZQ","24FAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",500,0,"01","01"
"213-1123R","FARO LUV 98-03 C/AJUSTES DER","24FAR","CHEV","MTW","S","Libre","PZA","PZA","PZA",500,0,"01","01"
"213-1408N","CUARTO LAT LUV 97-03 AMBAR LH=RH ***","25CTO","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",60,0,,
"213-1509L","CUARTO PUNTA ISUZU PU / LUV 88-95 CROM AMBAR IZQ","25CTO","ISUZU","MTW","S","Libre","PZA","PZA","PZA",80,0,"01","01"
"213-1509R","CUARTO PUNTA ISUZU PU / LUV 88-95 CROM AMBAR DER","25CTO","ISUZU","MTW","S","Libre","PZA","PZA","PZA",80,0,"01","01"
"213-1524L","CUARTO PUNTA LUV 04 CRISTAL IZQ ***","25CTO","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",180,0,,
"213-1524R","CUARTO PUNTA LUV 04 CRISTAL DER ***","25CTO","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",180,0,,
"213-1619L","CUARTO FRONTAL LUV 81-03 AMBAR IZQ ***","25CTO","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",80,0,,
"213-1619R","CUARTO FRONTAL LUV 81-03 AMBAR DER ***","25CTO","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",80,0,,
"213-1904L1","CALAVERA ISUZU PU / LUV 83-87 CROMADA IZQ","26CAL","ISUZU","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"213-1904L2","CALAVERA ISUZU PU / LUV 83-87 NEGRA IZQ","26CAL","ISUZU","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"213-1904R1","CALAVERA ISUZU PU / LUV 83-87 CROMADA DER","26CAL","ISUZU","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"213-1904R2","CALAVERA ISUZU PU / LUV 83-87 NEGRA DER","26CAL","ISUZU","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"213-1908L1","CALAVERA ISUZU PU / LUV 88-95 CROMADA IZQ","26CAL","ISUZU","MTW","S","Libre","PZA","PZA","PZA",130,0,"01","01"
"213-1908L2","CALAVERA ISUZU PU / LUV 88-95 NEGRA IZQ","26CAL","ISUZU","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"213-1908R1","CALAVERA ISUZU PU / LUV 88-95 CROMADA DER","26CAL","ISUZU","MTW","S","Libre","PZA","PZA","PZA",130,0,"01","01"
"213-1908R2","CALAVERA ISUZU PU / LUV 88-95 NEGRA DER","26CAL","ISUZU","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"213-1918L","CALAVERA LUV DOBLE CAB 97-01 ROJO/BCO/AMB IZQ","26CAL","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",250,0,,
"213-1918LC","CALAVERA LUV DOBLE CAB 02-03 ROJO/BCO IZQ","26CAL","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",300,0,,
"213-1918R","CALAVERA LUV DOBLE CAB 97-01 ROJO/BCO/AMB DER","26CAL","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",250,0,,
"213-1918RC","CALAVERA LUV DOBLE CAB 02-03 ROJO/BCO DER","26CAL","CHEV","MTW","S","LIBRE","PZA","PZA","PZA",300,0,,
"214-1508L1","CUARTO PUNTA MITS PU L200/RAM50 87-96 CROM BIC IZQ","25CTO","MITSU","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"214-1508L2","CUARTO PUNTA MITS PU L200/RAM50 87-96 NEGRO BI IZQ","25CTO","MITSU","MTW","S","Libre","PZA","PZA","PZA",100,0,"01","01"
"214-1508R1","CUARTO PUNTA MITS PU L200/RAM50 87-96 CROM BIC DER","25CTO","MITSU","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"214-1508R2","CUARTO PUNTA MITS PU L200/RAM50 87-96 NEGRO BI DER","25CTO","MITSU","MTW","S","Libre","PZA","PZA","PZA",100,0,"01","01"
"214-1914L","CALAVERA MITSUBISHI PU L200 / RAM50 79-86 IZQ","26CAL","MITSU","MTW","S","Libre","PZA","PZA","PZA",130,0,"01","01"
"214-1914R","CALAVERA MITSUBISHI PU L200 / RAM50 79-86 DER","26CAL","MITSU","MTW","S","Libre","PZA","PZA","PZA",130,0,"01","01"
"214-1923L1","CALAVERA MITSUBISHI PU L200 / RAM50 87-96 CROM IZQ","26CAL","MITSU","MTW","S","Libre","PZA","PZA","PZA",150,0,"01","01"
"214-1923R1","CALAVERA MITSUBISHI PU L200 / RAM50 87-96 CROM DER","26CAL","MITSU","MTW","S","Libre","PZA","PZA","PZA",150,0,"01","01"
"21410-F4016","RAD NISSAN PU 94-03 (D-21) STD ALUMINIO ORIGINAL","74RDA","NISSA","MNL","S","LIBRE","PZA","PZA","PZA",1800,0,,
"21410-F4200","RAD TSURU III GS 16V / TSUBAME 94-97 SENTRA STD ALUM ORIG","74RDA","NISSA","MNL","S","LIBRE","PZA","PZA","PZA",1500,0,,
"2147601G00","TOLVA RAD NISSAN PU 94-02","19TRD","NISSA","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"2147601G10","TOLVA RAD NISSAN PU 87-97  D-21  MOT 2.4 AMERICANA","19TRD","NISSA","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"2147612W00","TOLVA RAD NISSAN PU 80-84 (720) MOT 1.8 AMERICANA","19TRD","NISSA","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"21481-37A00","MOTOVENT TSURU 84-87 (SOLO)","19MV","NISSA","MTW","S","LIBRE","PZA","PZA","PZA",650,0,,
"21481-6M100","MOTOVENT SENTRA 00-03 P/RAD P/ A/A COMPLETO","19MV","NISSA","MTW","S","LIBRE","PZA","PZA","PZA",2300,0,,
"21481-6M110","MOTOVENT SENTRA 00-03 P/RAD S/ A/A COMPLETO","19MV","NISSA","MTW","S","LIBRE","PZA","PZA","PZA",2200,0,,
"21487-57A00","MOTOVENT TSURU 88-91 (SOLO)","19MV","NISSA","MTW","S","LIBRE","PZA","PZA","PZA",700,0,,
"215-1121L","FARO TSURU I SAMURAY 85-87 S/BASE S/AJUSTES IZQ","24FAR","NISSA","MTW","S","Libre","PZA","PZA","PZA",350,0,"01","01"
"215-1121R","FARO TSURU I SAMURAY 85-87 S/BASE S/AJUSTES DER","24FAR","NISSA","MTW","S","Libre","PZA","PZA","PZA",350,0,"01","01"
"215-1139L","FARO NISSAN PU 92-93 C/AJUSTES IZQ","24FAR","NISSA","MTW","S","Libre","PZA","PZA","PZA",360,0,"01","01"
"215-1139R","FARO NISSAN PU 92-93 C/AJUSTES DER","24FAR","NISSA","MTW","S","Libre","PZA","PZA","PZA",360,0,"01","01"
"215-1142L","FARO TSURU II 89-91 (PLASTICO) C/AJUSTES IZQ","24FAR","NISSA","MTW","S","Libre","PZA","PZA","PZA",360,0,"01","01"
"215-1142R","FARO TSURU II 89-91 (PLASTICO) C/AJUSTES DER","24FAR","NISSA","MTW","S","Libre","PZA","PZA","PZA",360,0,"01","01"
"215-1153L","FARO TSUBAME 94-02 C/BASE IZQ","24FAR","NISSA","MTW","S","Libre","PZA","PZA","PZA",550,0,"01","01"
"215-1153R","FARO TSUBAME 94-02 C/BASE DER","24FAR","NISSA","MTW","S","Libre","PZA","PZA","PZA",550,0,"01","01"
"215-1154L","FARO TSURU III 94-96 C/AJUSTES IZQ","24FAR","NISSA","MTW","S","Libre","PZA","PZA","PZA",400,0,"01","01"
"215-1154R","FARO TSURU III 94-96 C/AJUSTES DER","24FAR","NISSA","MTW","S","Libre","PZA","PZA","PZA",400,0,"01","01"
"215-1402L","CUARTO LATERAL TSURU I 84-87 IZQ","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",20,0,"01","01"
"215-1402R","CUARTO LATERAL TSURU I 84-87 DER","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",20,0,"01","01"
"215-1407","CUARTO LATERAL DATSUN SEDAN 79-84 (A10)  LH=RH","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",25,0,"01","01"
"215-1412","CUARTO LATERAL TSURU II 88-89  LH=RH","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",25,0,"01","01"
"215-1504L","CUARTO PUNTA NISSAN PU 92-93 (720) C/FRANJA IZQ","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",45,0,"01","01"
"215-1504L2","CUARTO PUNTA NISSAN PU 92-93 (720) NEGRO IZQ","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",45,0,"01","01"
"215-1504L3","CUARTO PUNTA NISSAN PU 92-93 (720) FILO CROMAD IZQ","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",55,0,"01","01"
"215-1504R","CUARTO PUNTA NISSAN PU 92-93 (720) C/FRANJA DER","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",45,0,"01","01"
"215-1504R2","CUARTO PUNTA NISSAN PU 92-93 (720) NEGRO DER","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",45,0,"01","01"
"215-1504R3","CUARTO PUNTA NISSAN PU 92-93 (720) FILO CROMAD DER","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",55,0,"01","01"
"215-1505N","CUARTO LATERAL DATSUN PU 73-80 (620)  LH=RH","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",25,0,"01","01"
"215-1506L","CUARTO PUNTA NISSAN PU 81-91 (720) NEGRO IZQ","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",30,0,"01","01"
"215-1506L3","CUARTO PUNTA NISSAN PU 81-91 (720) CROMADO IZQ","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",35,0,"01","01"
"215-1506R","CUARTO PUNTA NISSAN PU 81-91 (720) NEGRO DER","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",30,0,"01","01"
"215-1506R3","CUARTO PUNTA NISSAN PU 81-91 (720) CROMADO DER","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",35,0,"01","01"
"215-1542L","CUARTO PUNTA TSURU III 94-96 IZQ","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",95,0,"01","01"
"215-1542R","CUARTO PUNTA TSURU III 94-96 DER","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",95,0,"01","01"
"215-1558L","CUARTO PUNTA NISSAN PU 94-03 (D21) CROMADO IZQ","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",80,0,"01","01"
"215-1558L6","CUARTO PUNTA NISSAN PU 94-03 (D21) GRIS IZQ","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",70,0,"01","01"
"215-1558R","CUARTO PUNTA NISSAN PU 94-03 (D21) CROMADO DER","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",80,0,"01","01"
"215-1558R6","CUARTO PUNTA NISSAN PU 94-03 (D21) GRIS DER","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",70,0,"01","01"
"215-1561L","CUARTO PUNTA TSUBAME 94-02 IZQ","25CTO","NISSA","MTW","S","LIBRE","PZA","PZA","PZA",160,0,,
"215-1561R","CUARTO PUNTA TSUBAME 94-02 DER","25CTO","NISSA","MTW","S","LIBRE","PZA","PZA","PZA",160,0,,
"215-1562L","CUARTO PUNTA TSURU III 01-03 IZQ","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"215-1562R","CUARTO PUNTA TSURU III 01-03 DER","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",120,0,"01","01"
"215-1604L","CUARTO FRONTAL DATSUN PU 73-80 (620) IZQ","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",45,0,"01","01"
"215-1604R","CUARTO FRONTAL DATSUN PU 73-80 (620) DER","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",45,0,"01","01"
"215-1605L","CUARTO FRONTAL NISSAN PU 81-93 (720) BICOLOR IZQ","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",35,0,"01","01"
"215-1605R","CUARTO FRONTAL NISSAN PU 81-93 (720) BICOLOR DER","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",35,0,"01","01"
"215-1621L","CUARTO FRONTAL TSURU I 86-87 GRANDE IZQ","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",45,0,"01","01"
"215-1621R","CUARTO FRONTAL TSURU I 86-87 GRANDE DER","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",45,0,"01","01"
"215-1622L","CUARTO FRONTAL TSURU II 88-91 AUSTERO IZQ","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",45,0,"01","01"
"215-1622R","CUARTO FRONTAL TSURU II 88-91 AUSTERO DER","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",45,0,"01","01"
"215-1631L","CUARTO FRONTAL TSURU II 89-91 LUJO IZQ","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",45,0,"01","01"
"215-1631L1","CUARTO FRONTAL NISSAN PU 94-02 (D-21) AMBAR IZQ","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",45,0,"01","01"
"215-1631R","CUARTO FRONTAL TSURU II 89-91 LUJO DER","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",45,0,"01","01"
"215-1631R1","CUARTO FRONTAL NISSAN PU 94-02 (D-21) AMBAR DER","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",45,0,"01","01"
"215-1638L","CUARTO FRONTAL TSURU I 84-85 CHICO IZQ","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",35,0,"01","01"
"215-1638R","CUARTO FRONTAL TSURU I 84-85 CHICO DER","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",35,0,"01","01"
"215-1644L","CUARTO FRONTAL DATSUN SEDAN 79-84 (A-10) IZQ","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",45,0,"01","01"
"215-1644R","CUARTO FRONTAL DATSUN SEDAN 79-84 (A-10) DER","25CTO","NISSA","MTW","S","Libre","PZA","PZA","PZA",45,0,"01","01"
"215-1905L","CALAVERA DATSUN PU 620 73-80 IZQ","26CAL","NISSA","MTW","S","Libre","PZA","PZA","PZA",130,0,"01","01"
