"Articulo1","Articulo2","ClaveCliente","ClaveVendedor","FoliosJuntos"
"213-1123R","ELFPU97CL","5421","4","2"
"213-1123R","ELFPU97CR","5421","4","2"
"213-1123R","RDNT186","5421","4","2"
"221-1110L","221-1110R","5421","4","2"
"221-1110L","331-1106L","5421","4","2"
"221-1110L","331-1106R","5421","4","2"
"221-1110L","333-1105L","5421","4","2"
"221-1110L","333-1105R","5421","4","2"
"221-1110L","BTFPU97F","5421","4","2"
"221-1110L","ELCCA90CBR","5421","4","2"
"221-1110L","ELCPU99NLL","5421","4","2"
"221-1110L","ELCPU99NLR","5421","4","2"
"221-1110L","ELFPU97CL","5421","4","2"
"221-1110L","ELFPU97CR","5421","4","2"
"221-1110L","RDNT186","5421","4","2"
"221-1110R","331-1106L","5421","4","2"
"221-1110R","331-1106R","5421","4","2"
"221-1110R","333-1105L","5421","4","2"
"221-1110R","333-1105R","5421","4","2"
"221-1110R","BTFPU97F","5421","4","2"
"221-1110R","ELCCA90CBR","5421","4","2"
"221-1110R","ELCPU99NLL","5421","4","2"
"221-1110R","ELCPU99NLR","5421","4","2"
"221-1110R","ELFPU97CL","5421","4","2"
"221-1110R","ELFPU97CR","5421","4","2"
"221-1110R","RDNT186","5421","4","2"
"331-1106L","333-1105L","5421","4","2"
"331-1106L","333-1105R","5421","4","2"
"331-1106L","BTFPU97F","5421","4","2"
"331-1106L","ELCCA90CBR","5421","4","2"
"331-1106L","ELCPU99NLL","5421","4","2"
"331-1106L","ELCPU99NLR","5421","4","2"
"331-1106L","ELFPU97CL","5421","4","2"
"331-1106L","ELFPU97CR","5421","4","2"
"331-1106L","RDNT186","5421","4","2"
"331-1106R","333-1105L","5421","4","2"
"331-1106R","333-1105R","5421","4","2"
"331-1106R","BTFPU97F","5421","4","2"
"331-1106R","ELCCA90CBR","5421","4","2"
"331-1106R","ELCPU99NLL","5421","4","2"
"331-1106R","ELCPU99NLR","5421","4","2"
"331-1106R","ELFPU97CL","5421","4","2"
"331-1106R","ELFPU97CR","5421","4","2"
"331-1106R","RDNT186","5421","4","2"
"333-1105L","333-1105R","5421","4","2"
"333-1105L","BTFPU97F","5421","4","2"
"333-1105L","ELCCA90CBR","5421","4","2"
"333-1105L","ELCPU99NLL","5421","4","2"
"333-1105L","ELCPU99NLR","5421","4","2"
"333-1105L","ELFPU97CL","5421","4","2"
"333-1105L","ELFPU97CR","5421","4","2"
"333-1105L","RDNT186","5421","4","2"
"333-1105R","BTFPU97F","5421","4","2"
"333-1105R","ELCCA90CBR","5421","4","2"
"333-1105R","ELCPU99NLL","5421","4","2"
"333-1105R","ELCPU99NLR","5421","4","2"
"333-1105R","ELFPU97CL","5421","4","2"
"333-1105R","ELFPU97CR","5421","4","2"
"333-1105R","RDNT186","5421","4","2"
"BTFPU97F","ELCCA90CBR","5421","4","2"
"BTFPU97F","ELCPU99NLL","5421","4","2"
"BTFPU97F","ELCPU99NLR","5421","4","2"
"BTFPU97F","ELFPU97CL","5421","4","2"
"BTFPU97F","ELFPU97CR","5421","4","2"
"BTFPU97F","RDNT186","5421","4","2"
"ELCCA90CBR","ELCPU99NLL","5421","4","2"
"ELCCA90CBR","ELCPU99NLR","5421","4","2"
"ELCCA90CBR","ELFPU97CL","5421","4","2"
"ELCCA90CBR","ELFPU97CR","5421","4","2"
"ELCCA90CBR","RDNT186","5421","4","2"
"ELCPU99NLL","ELCPU99NLR","5421","4","2"
"ELCPU99NLL","ELFPU97CL","5421","4","2"
"ELCPU99NLL","ELFPU97CR","5421","4","2"
"ELCPU99NLL","RDNT186","5421","4","2"
"ELCPU99NLR","ELFPU97CL","5421","4","2"
"ELCPU99NLR","ELFPU97CR","5421","4","2"
"ELCPU99NLR","RDNT186","5421","4","2"
"ELFPU97CL","RDNT186","5421","4","2"
"ELFPU97CR","RDNT186","5421","4","2"
"CNT392","DTNT392N","5150","1","2"
"15611495","15611496","5130","1","2"
"15611495","15686149","5130","1","2"
"15611495","15686150","5130","1","2"
"15611496","15686149","5130","1","2"
"15611496","15686150","5130","1","2"
"15686149","15686150","5130","1","2"
"CCPU92","PDPU94C","5130","1","2"
"DDFPU87CB","DTDNE00","5509","1","2"
"6052","PNPU86A","5098","1","2"
