"Articulo1","Articulo2","FoliosJuntos"
"ELFRA83NL","ELFRA83NR","2"
"ELFRA93L","ELFRA93R","2"
"ELCCA90CBR","ELFTO89CR","2"
"ELFPU97NL","ELNPU94NL","2"
"ELFRA83NL","ELNPU94NL","2"
"CNT392","DTDSH89","2"
"DDCCH94","DDCMA97","2"
"DDCCH02","DTCCA91","2"
"DDCCH94","DTCCA91","2"
"DDCMA97","DTCCA91","2"
"DDCCU92","DTCCH94","2"
"DDCMA97","DTCCH94","2"
"DTCCA91","DTCCH94","2"
"DDCCH02","DTNT392N","2"
"DDCCH94","DTNT392N","2"
"DTNT392N","PCPU89CH","2"
"15611495","HDCPU92","2"
"15686149","HDCPU92","2"
"SCCA95L","SCPU81L","2"
"215-1991L3","215-1991R3","2"
"DDFPU92CB","DTCCA91","2"
"333-1136L","333-1136R","2"
"DTCCH94","ELFTO89L","2"
"DTCCH94","ELFTO89R","2"
"ELFTO89L","ELFTO89R","2"
"CDSP90","DDFTO89","2"
"14027431","SCPU92R","2"
"14027432","SCPU92R","2"
"DDCS1091CB","SCPU92R","2"
"FD93004SA0","SCPU92R","2"
"HDDPU94I","SCPU92R","2"
"14027431","SDPU94L","2"
"14027432","SDPU94L","2"
"DDCS1091CB","SDPU94L","2"
"FD93004SA0","SDPU94L","2"
"HDDPU94I","SDPU94L","2"
"PCPU94CH","SDPU94L","2"
"SCPU92L","SDPU94L","2"
"SCPU92R","SDPU94L","2"
"212-1945L","216-1508L","2"
"212-1945L","216-1508R","2"
"212-1945L","331-1127R","2"
"216-1508L","331-1127R","2"
"216-1508R","331-1127R","2"
"212-1945L","331-1515L","2"
"212-1945R","331-1515L","2"
"ELDDU98ER","ELFES97EL","2"
"DDFEX91CB","ELFES97ER","2"
"DDFVA97C","ELFES97ER","2"
"DDNPU94P","ELFES97ER","2"
"DDVCO88","ELFES97ER","2"
"ELCS1098L","ELFES97ER","2"
"ELDDU98EL","ELFES97ER","2"
"ELDDU98ER","ELFES97ER","2"
"ELFES97EL","ELFES97ER","2"
"DDFEX91CB","ELFPU97CL","2"
"DDFVA97C","ELFPU97CL","2"
"DDNPU94P","ELFPU97CL","2"
"DDVCO88","ELFPU97CL","2"
"ELCS1098L","ELFPU97CL","2"
"ELDDU98EL","ELFPU97CL","2"
"ELDDU98ER","ELFPU97CL","2"
"ELFES97EL","ELFPU97CL","2"
"ELFES97ER","ELFPU97CL","2"
"DDFEX91CB","ELFPU97CR","2"
"DDFVA97C","ELFPU97CR","2"
"DDNPU94P","ELFPU97CR","2"
"DDVCO88","ELFPU97CR","2"
"ELCS1098L","ELFPU97CR","2"
"ELDDU98EL","ELFPU97CR","2"
"ELDDU98ER","ELFPU97CR","2"
"ELFES97EL","ELFPU97CR","2"
"ELFES97ER","ELFPU97CR","2"
"DDFEX91CB","ELNT288L","2"
"DDFVA97C","ELNT288L","2"
"DDNPU94P","ELNT288L","2"
"DDVCO88","ELNT288L","2"
"ELCS1098L","ELNT288L","2"
"ELFES97EL","ELNT288L","2"
"ELFES97ER","ELNT288L","2"
"ELFPU97CR","ELNT288L","2"
"DDFEX91CB","RDCCH94","2"
"DDFVA97C","RDCCH94","2"
"DDNPU94P","RDCCH94","2"
"DDVCO88","RDCCH94","2"
"ELCS1098L","RDCCH94","2"
"ELDDU98EL","RDCCH94","2"
"ELDDU98ER","RDCCH94","2"
"ELFES97EL","RDCCH94","2"
"ELFES97ER","RDCCH94","2"
"ELFPU97CL","RDCCH94","2"
"ELFPU97CR","RDCCH94","2"
"ELNT288L","RDCCH94","2"
"DDFEX91CB","SPCLU97","2"
"DDFVA97C","SPCLU97","2"
"DDNPU94P","SPCLU97","2"
"DDVCO88","SPCLU97","2"
"ELCS1098L","SPCLU97","2"
"ELDDU98EL","SPCLU97","2"
"ELDDU98ER","SPCLU97","2"
"ELFES97EL","SPCLU97","2"
"ELFES97ER","SPCLU97","2"
"ELFPU97CL","SPCLU97","2"
"ELFPU97CR","SPCLU97","2"
"ELNT288L","SPCLU97","2"
"RDCCH94","SPCLU97","2"
"BTFMU99P","TSDFPU87","2"
"BTFRA93P","TSDFPU87","2"
"215-1139R","331-1118R","2"
"331-1106L","331-1118R","2"
"331-1106R","331-1118R","2"
"215-1139R","331-1124L","2"
"331-1106L","331-1124L","2"
"331-1106R","331-1124L","2"
"331-1118R","331-1124L","2"
"215-1139R","331-1124R","2"
"331-1106L","331-1124R","2"
"331-1118R","331-1124R","2"
"215-1139R","331-1129L","2"
"331-1124L","331-1129L","2"
"331-1124R","331-1129L","2"
"331-1118R","331-1129R","2"
"331-1124L","331-1129R","2"
"331-1124R","331-1129R","2"
"215-1139R","331-1173L","2"
"331-1106L","331-1173L","2"
"331-1106R","331-1173L","2"
"331-1118R","331-1173L","2"
"331-1124L","331-1173L","2"
"331-1124R","331-1173L","2"
"331-1129L","331-1173L","2"
"331-1129R","331-1173L","2"
"215-1139R","331-1173R","2"
"331-1106L","331-1173R","2"
"331-1106R","331-1173R","2"
"331-1118R","331-1173R","2"
"331-1124L","331-1173R","2"
"331-1124R","331-1173R","2"
"331-1129L","331-1173R","2"
"331-1129R","331-1173R","2"
"215-1139R","334-1101L","2"
"331-1106L","334-1101L","2"
"331-1106R","334-1101L","2"
"331-1118R","334-1101L","2"
"331-1124L","334-1101L","2"
"331-1124R","334-1101L","2"
"331-1129L","334-1101L","2"
"331-1129R","334-1101L","2"
"331-1173L","334-1101L","2"
"331-1173R","334-1101L","2"
"215-1139R","334-1101R","2"
"331-1106L","334-1101R","2"
"331-1106R","334-1101R","2"
"331-1118R","334-1101R","2"
"331-1124L","334-1101R","2"
"331-1124R","334-1101R","2"
"331-1129L","334-1101R","2"
"331-1129R","334-1101R","2"
"331-1173L","334-1101R","2"
"331-1173R","334-1101R","2"
"334-1101L","334-1101R","2"
"215-1139R","FNPU94L","2"
"331-1118R","FNPU94L","2"
"331-1124L","FNPU94L","2"
"331-1124R","FNPU94L","2"
"331-1173L","FNPU94L","2"
"331-1173R","FNPU94L","2"
"334-1101L","FNPU94L","2"
"334-1101R","FNPU94L","2"
"215-1139R","FNPU94R","2"
"331-1118R","FNPU94R","2"
"331-1124L","FNPU94R","2"
"331-1124R","FNPU94R","2"
"331-1173L","FNPU94R","2"
"331-1173R","FNPU94R","2"
"334-1101L","FNPU94R","2"
"334-1101R","FNPU94R","2"
"CDNE00","CDST01","2"
"CDNE00","DDFMU99","2"
"CDST01","DDFMU99","2"
"CDNE00","DDFPU97CB","2"
"CDST01","DDFPU97CB","2"
"DDFMU99","DDFPU97CB","2"
"CDNE00","DDNT288A","2"
"CDST01","DDNT288A","2"
"DDFMU99","DDNT288A","2"
"DDFPU97CB","DDNT288A","2"
"CDNE00","DDVGO87C","2"
"CDST01","DDVGO87C","2"
"DDFMU99","DDVGO87C","2"
"DDNT288A","DDVGO87C","2"
"CDNE00","MPDPU92CC","2"
"CDST01","MPDPU92CC","2"
"DDFMU99","MPDPU92CC","2"
"DDFPU97CB","MPDPU92CC","2"
"DDNT288A","MPDPU92CC","2"
"DDVGO87C","MPDPU92CC","2"
"CDST01","PFPU92P","2"
"DDFMU99","PFPU92P","2"
"DDFPU97CB","PFPU92P","2"
"DDNT288A","PFPU92P","2"
"DDVGO87C","PFPU92P","2"
"MPDPU92CC","PFPU92P","2"
"CDNE00","PFPU97LOC","2"
"CDST01","PFPU97LOC","2"
"DDFMU99","PFPU97LOC","2"
"DDFPU97CB","PFPU97LOC","2"
"DDNT288A","PFPU97LOC","2"
"DDVGO87C","PFPU97LOC","2"
"MPDPU92CC","PFPU97LOC","2"
"PFPU92P","PFPU97LOC","2"
"CDNE00","PFPU99CUC","2"
"CDST01","PFPU99CUC","2"
"DDFMU99","PFPU99CUC","2"
"DDFPU97CB","PFPU99CUC","2"
"DDNT288A","PFPU99CUC","2"
"DDVGO87C","PFPU99CUC","2"
"MPDPU92CC","PFPU99CUC","2"
"PFPU92P","PFPU99CUC","2"
"PFPU97LOC","PFPU99CUC","2"
"CDNE00","PFPU99LOP","2"
"CDST01","PFPU99LOP","2"
"DDFMU99","PFPU99LOP","2"
"DDFPU97CB","PFPU99LOP","2"
"DDNT288A","PFPU99LOP","2"
"DDVGO87C","PFPU99LOP","2"
"PFPU92P","PFPU99LOP","2"
"PFPU97LOC","PFPU99LOP","2"
"CDNE00","PNT392","2"
"CDST01","PNT392","2"
"DDFMU99","PNT392","2"
"DDFPU97CB","PNT392","2"
"DDVGO87C","PNT392","2"
"PFPU92P","PNT392","2"
"PFPU97LOC","PNT392","2"
"CDNE00","SDPU81L","2"
"CDST01","SDPU81L","2"
"DDFMU99","SDPU81L","2"
"DDFPU97CB","SDPU81L","2"
"DDVGO87C","SDPU81L","2"
"PFPU92P","SDPU81L","2"
"PFPU97LOC","SDPU81L","2"
"PFPU99CUC","SDPU81L","2"
"PFPU99LOP","SDPU81L","2"
"PNT392","SDPU81L","2"
"CDNE00","SFMU99L","2"
"CDST01","SFMU99L","2"
"DDFMU99","SFMU99L","2"
"DDFPU97CB","SFMU99L","2"
"DDNT288A","SFMU99L","2"
"DDVGO87C","SFMU99L","2"
"MPDPU92CC","SFMU99L","2"
"PFPU92P","SFMU99L","2"
"PFPU97LOC","SFMU99L","2"
"PFPU99CUC","SFMU99L","2"
"PFPU99LOP","SFMU99L","2"
"PNT392","SFMU99L","2"
"SDPU81L","SFMU99L","2"
"CDNE00","SFMU99R","2"
"CDST01","SFMU99R","2"
"DDFMU99","SFMU99R","2"
"DDFPU97CB","SFMU99R","2"
"DDNT288A","SFMU99R","2"
"DDVGO87C","SFMU99R","2"
"MPDPU92CC","SFMU99R","2"
"PFPU92P","SFMU99R","2"
"PFPU97LOC","SFMU99R","2"
"PFPU99CUC","SFMU99R","2"
"PFPU99LOP","SFMU99R","2"
"PNT392","SFMU99R","2"
"SDPU81L","SFMU99R","2"
"CDNE00","SFPU97L","2"
"DDFMU99","SFPU97L","2"
"DDFPU97CB","SFPU97L","2"
"DDNT288A","SFPU97L","2"
"DDVGO87C","SFPU97L","2"
"MPDPU92CC","SFPU97L","2"
"PFPU92P","SFPU97L","2"
"PFPU97LOC","SFPU97L","2"
"PFPU99CUC","SFPU97L","2"
"PFPU99LOP","SFPU97L","2"
"PNT392","SFPU97L","2"
"CDST01","SFVA97L","2"
"DDFMU99","SFVA97L","2"
"DDFPU97CB","SFVA97L","2"
"DDNT288A","SFVA97L","2"
"DDVGO87C","SFVA97L","2"
"MPDPU92CC","SFVA97L","2"
"PFPU92P","SFVA97L","2"
"PFPU97LOC","SFVA97L","2"
"PFPU99LOP","SFVA97L","2"
"PNT392","SFVA97L","2"
"SDPU81L","SFVA97L","2"
"SFMU99L","SFVA97L","2"
"SFMU99R","SFVA97L","2"
"SFPU97L","SFVA97L","2"
"CDNE00","SFVA97R","2"
"CDST01","SFVA97R","2"
"DDFMU99","SFVA97R","2"
"DDFPU97CB","SFVA97R","2"
"DDNT288A","SFVA97R","2"
"DDVGO87C","SFVA97R","2"
"PFPU92P","SFVA97R","2"
"PFPU97LOC","SFVA97R","2"
"PFPU99CUC","SFVA97R","2"
"PFPU99LOP","SFVA97R","2"
"PNT392","SFVA97R","2"
"SDPU81L","SFVA97R","2"
"SFMU99L","SFVA97R","2"
"SFMU99R","SFVA97R","2"
"SFPU97L","SFVA97R","2"
"SFVA97L","SFVA97R","2"
"213-1123L","221-1110L","2"
"213-1123R","221-1110L","2"
"213-1123L","221-1110R","2"
"213-1123R","221-1110R","2"
"213-1123L","331-1106L","2"
"213-1123R","331-1106L","2"
"221-1110L","331-1106L","2"
"221-1110R","331-1106L","2"
"213-1123L","331-1106R","2"
"213-1123R","331-1106R","2"
"221-1110L","331-1106R","2"
"221-1110R","331-1106R","2"
"213-1123L","333-1105L","2"
"213-1123R","333-1105L","2"
"221-1110L","333-1105L","2"
"331-1106L","333-1105L","2"
"331-1106R","333-1105L","2"
"213-1123L","333-1105R","2"
"213-1123R","333-1105R","2"
"221-1110L","333-1105R","2"
"331-1106L","333-1105R","2"
"331-1106R","333-1105R","2"
"213-1123L","BTFPU97F","2"
"213-1123R","BTFPU97F","2"
"221-1110L","BTFPU97F","2"
"221-1110R","BTFPU97F","2"
"331-1106L","BTFPU97F","2"
"331-1106R","BTFPU97F","2"
"333-1105L","BTFPU97F","2"
"333-1105R","BTFPU97F","2"
"213-1123L","ELCCA90CBR","2"
"213-1123R","ELCCA90CBR","2"
"221-1110L","ELCCA90CBR","2"
"221-1110R","ELCCA90CBR","2"
"331-1106L","ELCCA90CBR","2"
"333-1105L","ELCCA90CBR","2"
"333-1105R","ELCCA90CBR","2"
"BTFPU97F","ELCCA90CBR","2"
"213-1123L","ELCPU99NLL","2"
"213-1123R","ELCPU99NLL","2"
"221-1110L","ELCPU99NLL","2"
"221-1110R","ELCPU99NLL","2"
"331-1106L","ELCPU99NLL","2"
"331-1106R","ELCPU99NLL","2"
"333-1105L","ELCPU99NLL","2"
"333-1105R","ELCPU99NLL","2"
"BTFPU97F","ELCPU99NLL","2"
"ELCCA90CBR","ELCPU99NLL","2"
"213-1123L","ELCPU99NLR","2"
"213-1123R","ELCPU99NLR","2"
"221-1110L","ELCPU99NLR","2"
"221-1110R","ELCPU99NLR","2"
"331-1106L","ELCPU99NLR","2"
"331-1106R","ELCPU99NLR","2"
"333-1105L","ELCPU99NLR","2"
"333-1105R","ELCPU99NLR","2"
"BTFPU97F","ELCPU99NLR","2"
"ELCCA90CBR","ELCPU99NLR","2"
"ELCPU99NLL","ELCPU99NLR","2"
"213-1123L","ELFPU97CL","2"
"213-1123R","ELFPU97CL","2"
"221-1110L","ELFPU97CL","2"
"221-1110R","ELFPU97CL","2"
"331-1106L","ELFPU97CL","2"
"331-1106R","ELFPU97CL","2"
"333-1105L","ELFPU97CL","2"
"333-1105R","ELFPU97CL","2"
"BTFPU97F","ELFPU97CL","2"
"ELCCA90CBR","ELFPU97CL","2"
"ELCPU99NLL","ELFPU97CL","2"
"ELCPU99NLR","ELFPU97CL","2"
"213-1123L","ELFPU97CR","2"
"213-1123R","ELFPU97CR","2"
"221-1110L","ELFPU97CR","2"
"221-1110R","ELFPU97CR","2"
"331-1106L","ELFPU97CR","2"
"331-1106R","ELFPU97CR","2"
"333-1105L","ELFPU97CR","2"
"333-1105R","ELFPU97CR","2"
"BTFPU97F","ELFPU97CR","2"
"ELCCA90CBR","ELFPU97CR","2"
"ELCPU99NLL","ELFPU97CR","2"
"ELCPU99NLR","ELFPU97CR","2"
"213-1123L","RDNT186","2"
"213-1123R","RDNT186","2"
"221-1110L","RDNT186","2"
"221-1110R","RDNT186","2"
"331-1106L","RDNT186","2"
"331-1106R","RDNT186","2"
"333-1105L","RDNT186","2"
"333-1105R","RDNT186","2"
"BTFPU97F","RDNT186","2"
"ELCCA90CBR","RDNT186","2"
"ELCPU99NLL","RDNT186","2"
"ELCPU99NLR","RDNT186","2"
"ELFPU97CL","RDNT186","2"
"ELFPU97CR","RDNT186","2"
"315-1101L","341-1102R","2"
"341-1102R","442-1905L","2"
"CNT392","SPCPU99L","2"
"DTNT392N","SPCPU99L","2"
"331-1638LC","331-1638RC","2"
"DDFPU87CB","DTDNE00","2"
"6052","PNPU86A","2"
"MIFEX95L","MIFEX95R","2"
"DTFTO89","MICPU95AL","2"
"333-1513L","333-1615L","2"
"333-1513R","333-1615L","2"
"333-1513R","333-1615R","2"
"333-1615L","333-1615R","2"
"ELFAE86L","ELFAE86R","2"
"331-1107L","SFPU92L","2"
"331-1107R","SFPU92L","2"
"332-1925L1","SFPU92L","2"
"332-1925R1","SFPU92L","2"
"333-1104R","SFPU92L","2"
"DDNPU86CA","SFPU92L","2"
"CFPU92","STPU89L","2"
"PCS1091C","STPU89L","2"
"442-1919L","442-1921L","2"
"442-1919R","442-1921L","2"
"442-1919L","442-1921R","2"
"442-1919R","442-1921R","2"
"442-1921L","442-1921R","2"
"CCPU92","PCS1093C","2"
"331-1520L","331-1520R","2"
"332-1532L","332-1625L","2"
"332-1508R","431-1146L","2"
"431-1146L","PCPU89CH","2"
"331-1107R","ELCS1098R","2"
"341-1101L","341-1101R","2"
"442-1102L","DDCCH94","2"
"BTFTO92P","CCPU92","2"
"BTFTO92P","PCS1095C","2"
"CCPU92","PCS1095C","2"
"CCCU87","CCS1095","2"
"DDCCH94","DDFFO00","2"
"SFES97R","SFFO00R","2"
"DDDST95","SDCH97R","2"
"DDCCU92","DDCMA97","2"
"DDCCU92","DDDST95","2"
"SCCA00R","SDAT01L","2"
"BTFGH92F","SFPU92L","2"
"DDCPU92CB","PCPU94CH","2"
"MPDPU92CC","PCPU94CH","2"
"215-1139L","215-1504R2","2"
"215-1139L","331-1165L","2"
"215-1504R2","331-1165L","2"
"215-1139L","ADFKA01NR","2"
"215-1504R2","ADFKA01NR","2"
"331-1165L","ADFKA01NR","2"
"215-1139L","BTFPU92P","2"
"215-1504R2","BTFPU92P","2"
"331-1165L","BTFPU92P","2"
"ADFKA01NR","BTFPU92P","2"
"215-1139L","DTNT392N","2"
"215-1504R2","DTNT392N","2"
"331-1165L","DTNT392N","2"
"ADFKA01NR","DTNT392N","2"
"BTFPU92P","DTNT392N","2"
"215-1139L","ELCCH94CR","2"
"215-1504R2","ELCCH94CR","2"
"331-1165L","ELCCH94CR","2"
"ADFKA01NR","ELCCH94CR","2"
"BTFPU92P","ELCCH94CR","2"
"DTNT392N","ELCCH94CR","2"
"215-1139L","PCS1091GM","2"
"215-1504R2","PCS1091GM","2"
"331-1165L","PCS1091GM","2"
"ADFKA01NR","PCS1091GM","2"
"BTFPU92P","PCS1091GM","2"
"DTNT392N","PCS1091GM","2"
"ELCCH94CR","PCS1091GM","2"
"215-1139L","PCS1098C","2"
"215-1504R2","PCS1098C","2"
"331-1165L","PCS1098C","2"
"ADFKA01NR","PCS1098C","2"
"BTFPU92P","PCS1098C","2"
"DTNT392N","PCS1098C","2"
"ELCCH94CR","PCS1098C","2"
"PCS1091GM","PCS1098C","2"
"215-1139L","PFRA01C","2"
"215-1504R2","PFRA01C","2"
"331-1165L","PFRA01C","2"
"ADFKA01NR","PFRA01C","2"
"BTFPU92P","PFRA01C","2"
"DTNT392N","PFRA01C","2"
"ELCCH94CR","PFRA01C","2"
"PCS1091GM","PFRA01C","2"
"PCS1098C","PFRA01C","2"
"215-1962R","6262007","2"
"215-1962R","6262008","2"
"315-1503LY","SNT290L","2"
"DTNT392N","SNPU81L","2"
"333-1526L","333-1526R","2"
"DDCCH94","DDFES97","2"
"333-1501L","333-1602L","2"
"333-1101R","ELCS1086NL","2"
"333-1101R","ELCS1086NR","2"
"BDCH84PL","BDCH84PR","2"
"BTFGH92F","DDCPU92CL","2"
"DDCCH94","DDDSP90","2"
"330-1908L","330-1908R","2"
"442-1102L","RTNT392","2"
"BDDK91PL","BDDK91PR","2"
"SCPU99L","SFPU73L","2"
"DDDSH89","DDFTO89","2"
"DDDSH89","DTFTO89","2"
"431-1146L","DDFES94","2"
"DDCCU92","DTCCA91","2"
"DDCPU99C","DTCCA91","2"
"CCMA97","DTCCH94","2"
"331-1125R","SFES94R","2"
"331-1538LD","331-1538RD","2"
"CNT392","DDNSE96","2"
"DDNSE96","SNPU73R","2"
"DDNSE96","SNT290L","2"
"CNPU73","MPDPU92CC","2"
"CNPU73","SDPU81R","2"
"115-1101L","431-1146L","2"
"212-1552L2","BTFGH92F","2"
"SFFI00L","SFPU87R","2"
"CDNE00","CFPU97","2"
"CDNE00","CFPU97A","2"
"CFES97","CFPU97A","2"
"CFPU97","CFPU97A","2"
"CDNE00","MRCMA97S","2"
"CFES97","MRCMA97S","2"
"CFPU97","MRCMA97S","2"
"CFPU97A","MRCMA97S","2"
"CDNE00","SCPU99L","2"
"CFES97","SCPU99L","2"
"CFPU97","SCPU99L","2"
"CFPU97A","SCPU99L","2"
"MRCMA97S","SCPU99L","2"
"CFES97","SCPU99R","2"
"CFPU97","SCPU99R","2"
"CFPU97A","SCPU99R","2"
"MRCMA97S","SCPU99R","2"
"CFES97","SDNE00R","2"
"CFPU97","SDNE00R","2"
"CFPU97A","SDNE00R","2"
"MRCMA97S","SDNE00R","2"
"SCPU99L","SDNE00R","2"
"SCPU99R","SDNE00R","2"
"CDNE00","SDPU94L","2"
"CFES97","SDPU94L","2"
"CFPU97","SDPU94L","2"
"CFPU97A","SDPU94L","2"
"MRCMA97S","SDPU94L","2"
"SCPU99R","SDPU94L","2"
"SDNE00R","SDPU94L","2"
"CDNE00","SDPU94R","2"
"CFES97","SDPU94R","2"
"CFPU97","SDPU94R","2"
"CFPU97A","SDPU94R","2"
"MRCMA97S","SDPU94R","2"
"SCPU99L","SDPU94R","2"
"SCPU99R","SDPU94R","2"
"SDNE00R","SDPU94R","2"
"CCPU92","SDSP90L","2"
"CDNE00","SDSP90L","2"
"CFES97","SDSP90L","2"
"CFPU97","SDSP90L","2"
"CFPU97A","SDSP90L","2"
"MRCMA97S","SDSP90L","2"
"SCPU99R","SDSP90L","2"
"SDNE00R","SDSP90L","2"
"SDPU94R","SDSP90L","2"
"CDNE00","SFCN96L","2"
"CFES97","SFCN96L","2"
"CFPU97","SFCN96L","2"
"CFPU97A","SFCN96L","2"
"MRCMA97S","SFCN96L","2"
"SCPU99L","SFCN96L","2"
"SCPU99R","SFCN96L","2"
"SDNE00R","SFCN96L","2"
"SDPU94L","SFCN96L","2"
"SDPU94R","SFCN96L","2"
"SDSP90L","SFCN96L","2"
"CDNE00","SFEX95R","2"
"CFES97","SFEX95R","2"
"CFPU97","SFEX95R","2"
"CFPU97A","SFEX95R","2"
"MRCMA97S","SFEX95R","2"
"SCPU99L","SFEX95R","2"
"SCPU99R","SFEX95R","2"
"SDNE00R","SFEX95R","2"
"SDPU94L","SFEX95R","2"
"SDPU94R","SFEX95R","2"
"SDSP90L","SFEX95R","2"
"CCPU92","SFPU97R","2"
"CDNE00","SFPU97R","2"
"CFES97","SFPU97R","2"
"CFPU97","SFPU97R","2"
"CFPU97A","SFPU97R","2"
"MRCMA97S","SFPU97R","2"
"SDNE00R","SFPU97R","2"
"SDPU94L","SFPU97R","2"
"SDPU94R","SFPU97R","2"
"SDSP90L","SFPU97R","2"
"SFEX95R","SFPU97R","2"
"CDNE00","SFRA98L","2"
"CFES97","SFRA98L","2"
"CFPU97","SFRA98L","2"
"CFPU97A","SFRA98L","2"
"MRCMA97S","SFRA98L","2"
"SCPU99L","SFRA98L","2"
"SCPU99R","SFRA98L","2"
"SDNE00R","SFRA98L","2"
"SDSP90L","SFRA98L","2"
"SFCN96L","SFRA98L","2"
"SFEX95R","SFRA98L","2"
"SFPU97R","SFRA98L","2"
"CDNE00","SFRA98R","2"
"CFES97","SFRA98R","2"
"CFPU97","SFRA98R","2"
"CFPU97A","SFRA98R","2"
"MRCMA97S","SFRA98R","2"
"SCPU99L","SFRA98R","2"
"SCPU99R","SFRA98R","2"
"SDNE00R","SFRA98R","2"
"SDPU94L","SFRA98R","2"
"SDPU94R","SFRA98R","2"
"SDSP90L","SFRA98R","2"
"SFCN96L","SFRA98R","2"
"SFEX95R","SFRA98R","2"
"SFPU97R","SFRA98R","2"
"SFRA98L","SFRA98R","2"
"CDNE00","SFSD99R","2"
"CFES97","SFSD99R","2"
"CFPU97","SFSD99R","2"
"CFPU97A","SFSD99R","2"
"MRCMA97S","SFSD99R","2"
"SCPU99L","SFSD99R","2"
"SCPU99R","SFSD99R","2"
"SDNE00R","SFSD99R","2"
"SDPU94L","SFSD99R","2"
"SDPU94R","SFSD99R","2"
"SDSP90L","SFSD99R","2"
"SFCN96L","SFSD99R","2"
"SFEX95R","SFSD99R","2"
"SFPU97R","SFSD99R","2"
"SFRA98L","SFSD99R","2"
"SFRA98R","SFSD99R","2"
"CCPU92","ELCCH94CL","2"
"332-1168L","332-1168R","2"
"332-1168L","BTCCU88F","2"
"332-1168R","BTCCU88F","2"
"332-1168L","BTFGH92F","2"
"332-1168R","BTFGH92F","2"
"CDSH91","SFRA89R","2"
"ESCPU94R","PNPU83C","2"
"SCPU73L","SCPU73R","2"
"332-1608L","ELCCU87CL","2"
"DDCCH02P","DTNT392N","2"
"DTNT392N","SPDPU94","2"
"442-1905R","96301Y02G0","2"
"215-1142L","SNA1079L","2"
"CDNE00","CVJE93","2"
"CNPU94","CVJE93","2"
"PCPU89GM","PFSD99C","2"
"PCS1095C","SDSH89L","2"
"CNPU94","SFRA89L","2"
"PCPU89GM","SNT392R","2"
"PCS1095C","SNT392R","2"
"PFSD99C","SNT392R","2"
"CNT392","MRNTS94","2"
"MPDPU92CC","MRNTS94","2"
"MPDPU92PC","MRNTS94","2"
"MPDPU92CC","PCPU89CH","2"
"MPDPU92PC","PCPU89CH","2"
"MRNTS94","PCPU89CH","2"
"CNT392","PFPU97LOP","2"
"MPDPU92CC","PFPU97LOP","2"
"MPDPU92PC","PFPU97LOP","2"
"MRNTS94","PFPU97LOP","2"
"CNT392","PFPU99CUP","2"
"MPDPU92CC","PFPU99CUP","2"
"MPDPU92PC","PFPU99CUP","2"
"MRNTS94","PFPU99CUP","2"
"PCPU89CH","PFPU99CUP","2"
"PFPU97LOP","PFPU99CUP","2"
"CNT392","PFPU99LOP","2"
"MPDPU92PC","PFPU99LOP","2"
"MRNTS94","PFPU99LOP","2"
"PCPU89CH","PFPU99LOP","2"
"PFPU97LOP","PFPU99LOP","2"
"PFPU99CUP","PFPU99LOP","2"
"MRNTS94","PNPU94P","2"
"PFPU97LOP","PNPU94P","2"
"PFPU99CUP","PNPU94P","2"
"PFPU99LOP","PNPU94P","2"
"MPDPU92PC","PNT392","2"
"MRNTS94","PNT392","2"
"PFPU97LOP","PNT392","2"
"PFPU99CUP","PNT392","2"
"CNT392","PNT394","2"
"MPDPU92CC","PNT394","2"
"DDNPU86CA","PNPU94C","2"
"PNPU88A","PTPU79","2"
"PCS1091C","SCPU99L","2"
"CCPU92","CDVO96","2"
"CCMA97","CFPU92","2"
"CDCH84","CFPU92","2"
"CDST95","CFPU92","2"
"331-1107L","332-1117L","2"
"331-1111L","332-1117L","2"
"331-1111R","332-1117L","2"
"331-1111R","332-1117R","2"
"331-1107L","332-1925L1","2"
"331-1107R","332-1925L1","2"
"331-1111L","332-1925L1","2"
"332-1117L","332-1925L1","2"
"331-1107L","332-1925R1","2"
"331-1107R","332-1925R1","2"
"331-1111L","332-1925R1","2"
"332-1117L","332-1925R1","2"
"331-1107L","333-1104L","2"
"332-1117L","333-1104L","2"
"332-1117L","BTFPU92P","2"
"332-1117R","BTFPU92P","2"
"CFPU92","PCS1091C","2"
"331-1111L","PNPU88A","2"
"332-1117L","PNPU88A","2"
"332-1117R","PNPU88A","2"
"332-1925L1","PNPU88A","2"
"332-1925R1","PNPU88A","2"
"BCPU81CUR","PNPU88A","2"
"CCPU81","PNPU88A","2"
"331-1107R","PNPU94C","2"
"331-1111L","PNPU94C","2"
"332-1117L","PNPU94C","2"
"332-1925L1","PNPU94C","2"
"332-1925R1","PNPU94C","2"
"333-1104L","PNPU94C","2"
"CCPU81","PNPU94C","2"
"CNPU73","SCPU92R","2"
"CNPU94","SCPU92R","2"
"CNT184","SCPU92R","2"
"CNT288","SCPU92R","2"
"CNT392","SCPU92R","2"
"CCPU81","SCPU99L","2"
"CNSE96","SCPU99L","2"
"CNT392","SCPU99L","2"
"CTPU84","SCPU99L","2"
"CTPU89","SCPU99L","2"
"SCPU81L","SCPU99L","2"
"CCPU81","SCPU99R","2"
"CNPU73","SCPU99R","2"
"CNSE96","SCPU99R","2"
"CTPU84","SCPU99R","2"
"CTPU89","SCPU99R","2"
"SCPU92L","SCPU99R","2"
"212-1539R1","341-1603L","2"
"212-1552L1","341-1603L","2"
"212-1552L2","341-1603L","2"
"212-1552R2","341-1603L","2"
"212-1638L","341-1603L","2"
